case_id,activity,timestamp,source_table,source_record_id,actor,object_refs
TV-STUDY-000015,Participant Reconsented,2023-01-17T05:14:00Z,data_query_v,TV-S-000015-11:V002,USR-013,"[""TV-STUDY-000015"", ""TV-LABORDER-000015""]"
TV-STUDY-000107,Participant Reconsented,2023-01-17T09:12:00Z,data_query_v,TV-S-000107-11:V001,USR-053,"[""TV-STUDY-000107"", ""TV-LABORDER-000107"", ""TV-PROTOCOL-000107""]"
TV-STUDY-000109,Participant Reconsented,2023-01-17T15:14:00Z,data_query_v,TV-S-000109-11:V001,USR-087,"[""TV-STUDY-000109"", ""TV-LABORDER-000109""]"
TV-STUDY-000020,Visit Rescheduled,2023-01-17T19:00:00Z,drug_kit_v,TV-S-000020-05:V002,USR-104,"[""TV-STUDY-000020"", ""TV-INVESTIGATOR-000020"", ""TV-DISPENSATION-000020""]"
TV-STUDY-000020,Visit Missed,2023-01-17T19:37:00Z,lab_test_v,TV-S-000020-08:V003,USR-107,"[""TV-STUDY-000020"", ""TV-PARTICIPANT-000020""]"
TV-STUDY-000020,Participant Reconsented,2023-01-17T20:14:00Z,data_query_v,TV-S-000020-11:V001,USR-098,"[""TV-STUDY-000020"", ""TV-LABORDER-000020"", ""TV-PROTOCOL-000020""]"
TV-STUDY-000111,Participant Reconsented,2023-01-17T21:16:00Z,data_query_v,TV-S-000111-11:V001,USR-121,"[""TV-STUDY-000111"", ""TV-LABORDER-000111""]"
TV-STUDY-000101,Visit Rescheduled,2023-01-18T03:12:00Z,drug_kit_v,TV-S-000101-05:V002,USR-084,"[""TV-STUDY-000101"", ""TV-INVESTIGATOR-000101""]"
TV-STUDY-000113,Participant Reconsented,2023-01-18T03:18:00Z,data_query_v,TV-S-000113-11:V001,USR-028,"[""TV-STUDY-000113"", ""TV-LABORDER-000113""]"
TV-STUDY-000115,Participant Reconsented,2023-01-18T09:20:00Z,data_query_v,TV-S-000115-11:V001,USR-062,"[""TV-STUDY-000115"", ""TV-LABORDER-000115""]"
TV-STUDY-000025,Visit Rescheduled,2023-01-18T10:00:00Z,drug_kit_v,TV-S-000025-05:V002,USR-062,"[""TV-STUDY-000025"", ""TV-INVESTIGATOR-000025""]"
TV-STUDY-000025,Visit Missed,2023-01-18T10:37:00Z,lab_test_v,TV-S-000025-08:V001,USR-065,"[""TV-STUDY-000025"", ""TV-PARTICIPANT-000025""]"
TV-STUDY-000025,Participant Reconsented,2023-01-18T11:14:00Z,data_query_v,TV-S-000025-11:V002,USR-056,"[""TV-STUDY-000025"", ""TV-LABORDER-000025"", ""TV-PROTOCOL-000025""]"
TV-STUDY-000117,Participant Reconsented,2023-01-18T15:22:00Z,data_query_v,TV-S-000117-11:V001,USR-096,"[""TV-STUDY-000117"", ""TV-LABORDER-000117""]"
TV-STUDY-000119,Participant Reconsented,2023-01-18T21:24:00Z,data_query_v,TV-S-000119-11:V001,USR-003,"[""TV-STUDY-000119"", ""TV-LABORDER-000119""]"
TV-STUDY-000030,Visit Rescheduled,2023-01-19T01:00:00Z,drug_kit_v,TV-S-000030-05:V004,USR-020,"[""TV-STUDY-000030"", ""TV-INVESTIGATOR-000030"", ""TV-DISPENSATION-000030""]"
TV-STUDY-000030,Visit Missed,2023-01-19T01:37:00Z,lab_test_v,TV-S-000030-08:V003,USR-023,"[""TV-STUDY-000030"", ""TV-PARTICIPANT-000030"", ""TV-ALIQUOT-000030""]"
TV-STUDY-000030,Participant Reconsented,2023-01-19T02:14:00Z,data_query_v,TV-S-000030-11:V001,USR-014,"[""TV-STUDY-000030"", ""TV-LABORDER-000030""]"
TV-STUDY-000121,Participant Reconsented,2023-01-19T03:26:00Z,data_query_v,TV-S-000121-11:V001,USR-037,"[""TV-STUDY-000121"", ""TV-LABORDER-000121"", ""TV-PROTOCOL-000121""]"
TV-STUDY-000123,Participant Reconsented,2023-01-19T09:28:00Z,data_query_v,TV-S-000123-11:V001,USR-071,"[""TV-STUDY-000123"", ""TV-LABORDER-000123"", ""TV-PROTOCOL-000123""]"
TV-STUDY-000125,Participant Reconsented,2023-01-19T15:30:00Z,data_query_v,TV-S-000125-11:V001,USR-105,"[""TV-STUDY-000125"", ""TV-LABORDER-000125"", ""TV-PROTOCOL-000125""]"
TV-STUDY-000035,Visit Rescheduled,2023-01-19T16:00:00Z,drug_kit_v,TV-S-000035-05:V002,USR-105,"[""TV-STUDY-000035"", ""TV-INVESTIGATOR-000035"", ""TV-DISPENSATION-000035""]"
TV-STUDY-000035,Visit Missed,2023-01-19T16:37:00Z,lab_test_v,TV-S-000035-08:V001,USR-108,"[""TV-STUDY-000035"", ""TV-PARTICIPANT-000035""]"
TV-STUDY-000035,Participant Reconsented,2023-01-19T17:14:00Z,data_query_v,TV-S-000035-11:V002,USR-099,"[""TV-STUDY-000035"", ""TV-LABORDER-000035"", ""TV-PROTOCOL-000035""]"
TV-STUDY-000127,Participant Reconsented,2023-01-19T21:32:00Z,data_query_v,TV-S-000127-11:V001,USR-012,"[""TV-STUDY-000127"", ""TV-LABORDER-000127""]"
TV-STUDY-000110,Visit Missed,2023-01-20T00:24:00Z,lab_test_v,TV-S-000110-08:V002,USR-113,"[""TV-STUDY-000110"", ""TV-PARTICIPANT-000110""]"
TV-STUDY-000129,Participant Reconsented,2023-01-20T03:34:00Z,data_query_v,TV-S-000129-11:V001,USR-046,"[""TV-STUDY-000129"", ""TV-LABORDER-000129""]"
TV-STUDY-000040,Visit Rescheduled,2023-01-20T07:00:00Z,drug_kit_v,TV-S-000040-05:V002,USR-063,"[""TV-STUDY-000040"", ""TV-INVESTIGATOR-000040""]"
TV-STUDY-000040,Visit Missed,2023-01-20T07:37:00Z,lab_test_v,TV-S-000040-08:V003,USR-066,"[""TV-STUDY-000040"", ""TV-PARTICIPANT-000040"", ""TV-ALIQUOT-000040""]"
TV-STUDY-000040,Participant Reconsented,2023-01-20T08:14:00Z,data_query_v,TV-S-000040-11:V001,USR-057,"[""TV-STUDY-000040"", ""TV-LABORDER-000040""]"
TV-STUDY-000131,Participant Reconsented,2023-01-20T09:36:00Z,data_query_v,TV-S-000131-11:V001,USR-080,"[""TV-STUDY-000131"", ""TV-LABORDER-000131""]"
TV-STUDY-000133,Participant Reconsented,2023-01-20T15:38:00Z,data_query_v,TV-S-000133-11:V001,USR-114,"[""TV-STUDY-000133"", ""TV-LABORDER-000133""]"
TV-STUDY-000135,Participant Reconsented,2023-01-20T21:40:00Z,data_query_v,TV-S-000135-11:V001,USR-021,"[""TV-STUDY-000135"", ""TV-LABORDER-000135"", ""TV-PROTOCOL-000135""]"
TV-STUDY-000045,Visit Rescheduled,2023-01-20T22:00:00Z,drug_kit_v,TV-S-000045-05:V002,USR-021,"[""TV-STUDY-000045"", ""TV-INVESTIGATOR-000045""]"
TV-STUDY-000045,Visit Missed,2023-01-20T22:37:00Z,lab_test_v,TV-S-000045-08:V001,USR-024,"[""TV-STUDY-000045"", ""TV-PARTICIPANT-000045""]"
TV-STUDY-000045,Participant Reconsented,2023-01-20T23:14:00Z,data_query_v,TV-S-000045-11:V003,USR-015,"[""TV-STUDY-000045"", ""TV-LABORDER-000045""]"
TV-STUDY-000124,Visit Rescheduled,2023-01-21T00:35:00Z,drug_kit_v,TV-S-000124-05:V002,USR-094,"[""TV-STUDY-000124"", ""TV-INVESTIGATOR-000124""]"
TV-STUDY-000137,Participant Reconsented,2023-01-21T03:42:00Z,data_query_v,TV-S-000137-11:V001,USR-055,"[""TV-STUDY-000137"", ""TV-LABORDER-000137"", ""TV-PROTOCOL-000137""]"
TV-STUDY-000139,Participant Reconsented,2023-01-21T09:44:00Z,data_query_v,TV-S-000139-11:V001,USR-089,"[""TV-STUDY-000139"", ""TV-LABORDER-000139"", ""TV-PROTOCOL-000139""]"
TV-STUDY-000050,Visit Rescheduled,2023-01-21T13:00:00Z,drug_kit_v,TV-S-000050-05:V003,USR-106,"[""TV-STUDY-000050"", ""TV-INVESTIGATOR-000050""]"
TV-STUDY-000050,Visit Missed,2023-01-21T13:37:00Z,lab_test_v,TV-S-000050-08:V003,USR-109,"[""TV-STUDY-000050"", ""TV-PARTICIPANT-000050""]"
TV-STUDY-000050,Participant Reconsented,2023-01-21T14:14:00Z,data_query_v,TV-S-000050-11:V001,USR-100,"[""TV-STUDY-000050"", ""TV-LABORDER-000050""]"
TV-STUDY-000141,Participant Reconsented,2023-01-21T15:46:00Z,data_query_v,TV-S-000141-11:V001,USR-123,"[""TV-STUDY-000141"", ""TV-LABORDER-000141""]"
TV-STUDY-000143,Participant Reconsented,2023-01-21T21:48:00Z,data_query_v,TV-S-000143-11:V001,USR-030,"[""TV-STUDY-000143"", ""TV-LABORDER-000143""]"
TV-STUDY-000145,Participant Reconsented,2023-01-22T03:50:00Z,data_query_v,TV-S-000145-11:V001,USR-064,"[""TV-STUDY-000145"", ""TV-LABORDER-000145""]"
TV-STUDY-000055,Visit Rescheduled,2023-01-22T04:00:00Z,drug_kit_v,TV-S-000055-05:V003,USR-064,"[""TV-STUDY-000055"", ""TV-INVESTIGATOR-000055"", ""TV-DISPENSATION-000055""]"
TV-STUDY-000055,Visit Missed,2023-01-22T04:37:00Z,lab_test_v,TV-S-000055-08:V001,USR-067,"[""TV-STUDY-000055"", ""TV-PARTICIPANT-000055""]"
TV-STUDY-000055,Participant Reconsented,2023-01-22T05:14:00Z,data_query_v,TV-S-000055-11:V005,USR-058,"[""TV-STUDY-000055"", ""TV-LABORDER-000055"", ""TV-PROTOCOL-000055""]"
TV-STUDY-000147,Participant Reconsented,2023-01-22T09:52:00Z,data_query_v,TV-S-000147-11:V001,USR-098,"[""TV-STUDY-000147"", ""TV-LABORDER-000147""]"
TV-STUDY-000149,Participant Reconsented,2023-01-22T15:01:00Z,data_query_v,TV-S-000149-11:V001,USR-005,"[""TV-STUDY-000149"", ""TV-LABORDER-000149""]"
TV-STUDY-000060,Visit Rescheduled,2023-01-22T19:00:00Z,drug_kit_v,TV-S-000060-05:V002,USR-022,"[""TV-STUDY-000060"", ""TV-INVESTIGATOR-000060""]"
TV-STUDY-000060,Visit Missed,2023-01-22T19:37:00Z,lab_test_v,TV-S-000060-08:V002,USR-025,"[""TV-STUDY-000060"", ""TV-PARTICIPANT-000060"", ""TV-ALIQUOT-000060""]"
TV-STUDY-000060,Participant Reconsented,2023-01-22T20:14:00Z,data_query_v,TV-S-000060-11:V001,USR-016,"[""TV-STUDY-000060"", ""TV-LABORDER-000060""]"
TV-STUDY-000151,Participant Reconsented,2023-01-22T21:03:00Z,data_query_v,TV-S-000151-11:V001,USR-039,"[""TV-STUDY-000151"", ""TV-LABORDER-000151""]"
TV-STUDY-000153,Participant Reconsented,2023-01-23T03:05:00Z,data_query_v,TV-S-000153-11:V001,USR-073,"[""TV-STUDY-000153"", ""TV-LABORDER-000153""]"
TV-STUDY-000155,Participant Reconsented,2023-01-23T09:07:00Z,data_query_v,TV-S-000155-11:V001,USR-107,"[""TV-STUDY-000155"", ""TV-LABORDER-000155""]"
TV-STUDY-000065,Visit Rescheduled,2023-01-23T10:00:00Z,drug_kit_v,TV-S-000065-05:V003,USR-107,"[""TV-STUDY-000065"", ""TV-INVESTIGATOR-000065"", ""TV-DISPENSATION-000065""]"
TV-STUDY-000065,Visit Missed,2023-01-23T10:37:00Z,lab_test_v,TV-S-000065-08:V002,USR-110,"[""TV-STUDY-000065"", ""TV-PARTICIPANT-000065"", ""TV-ALIQUOT-000065""]"
TV-STUDY-000065,Participant Reconsented,2023-01-23T11:14:00Z,data_query_v,TV-S-000065-11:V004,USR-101,"[""TV-STUDY-000065"", ""TV-LABORDER-000065""]"
TV-STUDY-000157,Participant Reconsented,2023-01-23T15:09:00Z,data_query_v,TV-S-000157-11:V001,USR-014,"[""TV-STUDY-000157"", ""TV-LABORDER-000157""]"
TV-STUDY-000147,Visit Rescheduled,2023-01-23T21:05:00Z,drug_kit_v,TV-S-000147-05:V002,USR-104,"[""TV-STUDY-000147"", ""TV-INVESTIGATOR-000147"", ""TV-DISPENSATION-000147""]"
TV-STUDY-000159,Participant Reconsented,2023-01-23T21:11:00Z,data_query_v,TV-S-000159-11:V001,USR-048,"[""TV-STUDY-000159"", ""TV-LABORDER-000159""]"
TV-STUDY-000070,Visit Rescheduled,2023-01-24T01:00:00Z,drug_kit_v,TV-S-000070-05:V004,USR-065,"[""TV-STUDY-000070"", ""TV-INVESTIGATOR-000070""]"
TV-STUDY-000070,Visit Missed,2023-01-24T01:37:00Z,lab_test_v,TV-S-000070-08:V003,USR-068,"[""TV-STUDY-000070"", ""TV-PARTICIPANT-000070"", ""TV-ALIQUOT-000070""]"
TV-STUDY-000070,Participant Reconsented,2023-01-24T02:14:00Z,data_query_v,TV-S-000070-11:V001,USR-059,"[""TV-STUDY-000070"", ""TV-LABORDER-000070""]"
TV-STUDY-000161,Participant Reconsented,2023-01-24T03:13:00Z,data_query_v,TV-S-000161-11:V001,USR-082,"[""TV-STUDY-000161"", ""TV-LABORDER-000161"", ""TV-PROTOCOL-000161""]"
TV-STUDY-000163,Participant Reconsented,2023-01-24T09:15:00Z,data_query_v,TV-S-000163-11:V001,USR-116,"[""TV-STUDY-000163"", ""TV-LABORDER-000163""]"
TV-STUDY-000147,Visit Missed,2023-01-24T15:08:00Z,lab_test_v,TV-S-000147-08:V001,USR-107,"[""TV-STUDY-000147"", ""TV-PARTICIPANT-000147""]"
TV-STUDY-000165,Participant Reconsented,2023-01-24T15:17:00Z,data_query_v,TV-S-000165-11:V001,USR-023,"[""TV-STUDY-000165"", ""TV-LABORDER-000165""]"
TV-STUDY-000075,Visit Rescheduled,2023-01-24T16:00:00Z,drug_kit_v,TV-S-000075-05:V002,USR-023,"[""TV-STUDY-000075"", ""TV-INVESTIGATOR-000075"", ""TV-DISPENSATION-000075""]"
TV-STUDY-000075,Visit Missed,2023-01-24T16:37:00Z,lab_test_v,TV-S-000075-08:V001,USR-026,"[""TV-STUDY-000075"", ""TV-PARTICIPANT-000075""]"
TV-STUDY-000075,Participant Reconsented,2023-01-24T17:14:00Z,data_query_v,TV-S-000075-11:V003,USR-017,"[""TV-STUDY-000075"", ""TV-LABORDER-000075"", ""TV-PROTOCOL-000075""]"
TV-STUDY-000167,Participant Reconsented,2023-01-24T21:19:00Z,data_query_v,TV-S-000167-11:V001,USR-057,"[""TV-STUDY-000167"", ""TV-LABORDER-000167"", ""TV-PROTOCOL-000167""]"
TV-STUDY-000169,Participant Reconsented,2023-01-25T03:21:00Z,data_query_v,TV-S-000169-11:V001,USR-091,"[""TV-STUDY-000169"", ""TV-LABORDER-000169""]"
