case_id,activity,timestamp,source_table,source_record_id,actor,object_refs
PF-PERMITAPPLICATION-000062,Application Reopened,2023-01-10T12:30:00Z,wf_task_history,WF-0000000619,USR-045,"[""PF-PERMITAPPLICATION-000062"",""PF-AGENCY-000062""]"
PF-PERMITAPPLICATION-000064,Application Reopened,2023-01-10T18:32:00Z,wf_task_history,WF-0000000639,USR-079,"[""PF-PERMITAPPLICATION-000064"",""PF-AGENCY-000064""]"
PF-PERMITAPPLICATION-000066,Application Reopened,2023-01-11T00:34:00Z,wf_task_history,WF-0000000665,USR-113,"[""PF-PERMITAPPLICATION-000066"",""PF-AGENCY-000066"",""PF-CONDITION-000066""]"
,Completeness Rejected,2023-01-11T06:13:00Z,wf_external_task,WF-0000000683,USR-010,"[""PF-PERMITAPPLICATION-000052"",""PF-OBJECTION-000052"",""PF-REVIEW-000052""]"
,Application Reopened,2023-01-11T06:36:00Z,wf_task_history,WF-0000000686,USR-020,"[""PF-PERMITAPPLICATION-000068"",""PF-AGENCY-000068""]"
,Application Reopened,2023-01-11T12:38:00Z,wf_task_history,WF-0000000705,USR-054,"[""PF-PERMITAPPLICATION-000070"",""PF-AGENCY-000070"",""PF-CONDITION-000070""]"
,Application Reopened,2023-01-11T18:40:00Z,wf_task_history,WF-0000000727,USR-088,"[""PF-PERMITAPPLICATION-000072"",""PF-AGENCY-000072"",""PF-CONDITION-000072""]"
,Application Reopened,2023-01-12T00:42:00Z,wf_task_history,WF-0000000748,USR-122,"[""PF-PERMITAPPLICATION-000074"",""PF-AGENCY-000074""]"
,Application Reopened,2023-01-12T06:44:00Z,wf_task_history,WF-0000000770,USR-029,"[""PF-PERMITAPPLICATION-000076"",""PF-AGENCY-000076"",""PF-CONDITION-000076""]"
,Application Reopened,2023-01-12T12:46:00Z,wf_task_history,WF-0000000796,USR-063,"[""PF-PERMITAPPLICATION-000078"",""PF-AGENCY-000078"",""PF-CONDITION-000078""]"
,Application Reopened,2023-01-12T18:48:00Z,wf_task_history,WF-0000000818,USR-097,"[""PF-PERMITAPPLICATION-000080"",""PF-AGENCY-000080""]"
PF-PERMITAPPLICATION-000065,Completeness Rejected,2023-01-12T21:26:00Z,wf_external_task,WF-0000000826,USR-104,"[""PF-PERMITAPPLICATION-000065"",""PF-OBJECTION-000065"",""PF-REVIEW-000065""]"
,Application Reopened,2023-01-13T00:50:00Z,wf_task_history,WF-0000000838,USR-004,"[""PF-PERMITAPPLICATION-000082"",""PF-AGENCY-000082"",""PF-CONDITION-000082""]"
PF-PERMITAPPLICATION-000084,Application Reopened,2023-01-13T06:52:00Z,wf_task_history,WF-0000000860,USR-038,"[""PF-PERMITAPPLICATION-000084"",""PF-AGENCY-000084"",""PF-CONDITION-000084""]"
PF-PERMITAPPLICATION-000086,Application Reopened,2023-01-13T12:54:00Z,wf_task_history,WF-0000000884,USR-072,"[""PF-PERMITAPPLICATION-000086"",""PF-AGENCY-000086"",""PF-CONDITION-000086""]"
PF-PERMITAPPLICATION-000088,Application Reopened,2023-01-13T18:56:00Z,wf_task_history,WF-0000000910,USR-106,"[""PF-PERMITAPPLICATION-000088"",""PF-AGENCY-000088""]"
PF-PERMITAPPLICATION-000090,Application Reopened,2023-01-14T00:58:00Z,wf_task_history,WF-0000000931,USR-013,"[""PF-PERMITAPPLICATION-000090"",""PF-AGENCY-000090"",""PF-CONDITION-000090""]"
PF-PERMITAPPLICATION-000092,Application Reopened,2023-01-14T07:00:00Z,wf_task_history,WF-0000000952,USR-047,"[""PF-PERMITAPPLICATION-000092"",""PF-AGENCY-000092""]"
,Completeness Rejected,2023-01-14T12:39:00Z,wf_external_task,WF-0000000972,USR-071,"[""PF-PERMITAPPLICATION-000078"",""PF-OBJECTION-000078"",""PF-REVIEW-000078""]"
PF-PERMITAPPLICATION-000094,Application Reopened,2023-01-14T13:02:00Z,wf_task_history,WF-0000000976,USR-081,"[""PF-PERMITAPPLICATION-000094"",""PF-AGENCY-000094""]"
PF-PERMITAPPLICATION-000001,Reinspection Requested,2023-01-14T15:01:00Z,wf_form_submission,WF-0000000983,USR-071,"[""PF-PERMITAPPLICATION-000001"",""PF-REVIEW-000001"",""PF-VIOLATION-000001""]"
PF-PERMITAPPLICATION-000096,Application Reopened,2023-01-14T19:04:00Z,wf_task_history,WF-0000000999,USR-115,"[""PF-PERMITAPPLICATION-000096"",""PF-AGENCY-000096"",""PF-CONDITION-000096""]"
PF-PERMITAPPLICATION-000098,Application Reopened,2023-01-15T01:06:00Z,wf_task_history,WF-0000001029,USR-022,"[""PF-PERMITAPPLICATION-000098"",""PF-AGENCY-000098""]"
PF-PERMITAPPLICATION-000008,Inspection Failed,2023-01-15T06:07:00Z,wf_message_delivery,WF-0000001049,USR-062,"[""PF-PERMITAPPLICATION-000008"",""PF-DOCUMENT-000008""]"
,Application Reopened,2023-01-15T06:15:00Z,wf_task_history,WF-0000001042,USR-056,"[""PF-PERMITAPPLICATION-000100"",""PF-AGENCY-000100""]"
,Application Reopened,2023-01-15T12:17:00Z,wf_task_history,WF-0000001069,USR-090,"[""PF-PERMITAPPLICATION-000102"",""PF-AGENCY-000102"",""PF-CONDITION-000102""]"
,Application Reopened,2023-01-15T18:19:00Z,wf_task_history,WF-0000001092,USR-124,"[""PF-PERMITAPPLICATION-000104"",""PF-AGENCY-000104""]"
,Application Reopened,2023-01-16T00:21:00Z,wf_task_history,WF-0000001115,USR-031,"[""PF-PERMITAPPLICATION-000106"",""PF-AGENCY-000106""]"
PF-PERMITAPPLICATION-000091,Completeness Rejected,2023-01-16T03:52:00Z,wf_external_task,WF-0000001134,USR-038,"[""PF-PERMITAPPLICATION-000091"",""PF-OBJECTION-000091"",""PF-REVIEW-000091""]"
,Application Reopened,2023-01-16T06:23:00Z,wf_task_history,WF-0000001138,USR-065,"[""PF-PERMITAPPLICATION-000108"",""PF-AGENCY-000108"",""PF-CONDITION-000108""]"
,Application Reopened,2023-01-16T12:25:00Z,wf_task_history,WF-0000001168,USR-099,"[""PF-PERMITAPPLICATION-000110"",""PF-AGENCY-000110"",""PF-CONDITION-000110""]"
PF-PERMITAPPLICATION-000112,Application Reopened,2023-01-16T18:27:00Z,wf_task_history,WF-0000001189,USR-006,"[""PF-PERMITAPPLICATION-000112"",""PF-AGENCY-000112"",""PF-CONDITION-000112""]"
PF-PERMITAPPLICATION-000114,Application Reopened,2023-01-17T00:29:00Z,wf_task_history,WF-0000001213,USR-040,"[""PF-PERMITAPPLICATION-000114"",""PF-AGENCY-000114"",""PF-CONDITION-000114""]"
PF-PERMITAPPLICATION-000116,Application Reopened,2023-01-17T06:31:00Z,wf_task_history,WF-0000001239,USR-074,"[""PF-PERMITAPPLICATION-000116"",""PF-AGENCY-000116"",""PF-CONDITION-000116""]"
,Reinspection Requested,2023-01-17T12:24:00Z,wf_form_submission,WF-0000001266,USR-081,"[""PF-PERMITAPPLICATION-000024"",""PF-REVIEW-000024""]"
PF-PERMITAPPLICATION-000118,Application Reopened,2023-01-17T12:33:00Z,wf_task_history,WF-0000001260,USR-108,"[""PF-PERMITAPPLICATION-000118"",""PF-AGENCY-000118""]"
,Inspection Failed,2023-01-17T15:26:00Z,wf_message_delivery,WF-0000001281,USR-004,"[""PF-PERMITAPPLICATION-000027"",""PF-DOCUMENT-000027"",""PF-INSPECTION-000027""]"
PF-PERMITAPPLICATION-000005,Completeness Rejected,2023-01-17T16:00:00Z,wf_external_task,WF-0000001283,USR-100,"[""PF-PERMITAPPLICATION-000005"",""PF-OBJECTION-000005""]"
PF-PERMITAPPLICATION-000005,Application Reopened,2023-01-17T16:52:00Z,wf_task_history,WF-0000001284,USR-092,"[""PF-PERMITAPPLICATION-000005"",""PF-AGENCY-000005""]"
PF-PERMITAPPLICATION-000005,Inspection Failed,2023-01-17T17:14:00Z,wf_message_delivery,WF-0000001285,USR-011,"[""PF-PERMITAPPLICATION-000005"",""PF-DOCUMENT-000005""]"
PF-PERMITAPPLICATION-000005,Reinspection Requested,2023-01-17T17:51:00Z,wf_form_submission,WF-0000001286,USR-012,"[""PF-PERMITAPPLICATION-000005"",""PF-REVIEW-000005"",""PF-VIOLATION-000005""]"
,Completeness Rejected,2023-01-17T18:12:00Z,wf_external_task,WF-0000001289,USR-005,"[""PF-PERMITAPPLICATION-000104"",""PF-OBJECTION-000104"",""PF-REVIEW-000104""]"
PF-PERMITAPPLICATION-000120,Application Reopened,2023-01-17T18:35:00Z,wf_task_history,WF-0000001293,USR-015,"[""PF-PERMITAPPLICATION-000120"",""PF-AGENCY-000120""]"
PF-PERMITAPPLICATION-000122,Application Reopened,2023-01-18T00:37:00Z,wf_task_history,WF-0000001319,USR-049,"[""PF-PERMITAPPLICATION-000122"",""PF-AGENCY-000122"",""PF-CONDITION-000122""]"
PF-PERMITAPPLICATION-000124,Application Reopened,2023-01-18T06:39:00Z,wf_task_history,WF-0000001340,USR-083,"[""PF-PERMITAPPLICATION-000124"",""PF-AGENCY-000124""]"
PF-PERMITAPPLICATION-000010,Completeness Rejected,2023-01-18T07:00:00Z,wf_external_task,WF-0000001349,USR-058,"[""PF-PERMITAPPLICATION-000010"",""PF-OBJECTION-000010""]"
PF-PERMITAPPLICATION-000010,Application Reopened,2023-01-18T07:52:00Z,wf_task_history,WF-0000001350,USR-050,"[""PF-PERMITAPPLICATION-000010"",""PF-AGENCY-000010""]"
PF-PERMITAPPLICATION-000010,Inspection Failed,2023-01-18T08:14:00Z,wf_message_delivery,WF-0000001351,USR-096,"[""PF-PERMITAPPLICATION-000010"",""PF-DOCUMENT-000010""]"
PF-PERMITAPPLICATION-000010,Reinspection Requested,2023-01-18T08:51:00Z,wf_form_submission,WF-0000001352,USR-097,"[""PF-PERMITAPPLICATION-000010"",""PF-REVIEW-000010"",""PF-VIOLATION-000010""]"
PF-PERMITAPPLICATION-000126,Application Reopened,2023-01-18T12:41:00Z,wf_task_history,WF-0000001369,USR-117,"[""PF-PERMITAPPLICATION-000126"",""PF-AGENCY-000126""]"
PF-PERMITAPPLICATION-000128,Application Reopened,2023-01-18T18:43:00Z,wf_task_history,WF-0000001394,USR-024,"[""PF-PERMITAPPLICATION-000128"",""PF-AGENCY-000128""]"
PF-PERMITAPPLICATION-000015,Completeness Rejected,2023-01-18T22:00:00Z,wf_external_task,WF-0000001412,USR-016,"[""PF-PERMITAPPLICATION-000015"",""PF-OBJECTION-000015""]"
PF-PERMITAPPLICATION-000015,Application Reopened,2023-01-18T22:52:00Z,wf_task_history,WF-0000001413,USR-008,"[""PF-PERMITAPPLICATION-000015"",""PF-AGENCY-000015""]"
PF-PERMITAPPLICATION-000015,Inspection Failed,2023-01-18T23:14:00Z,wf_message_delivery,WF-0000001414,USR-054,"[""PF-PERMITAPPLICATION-000015"",""PF-DOCUMENT-000015""]"
PF-PERMITAPPLICATION-000015,Reinspection Requested,2023-01-18T23:51:00Z,wf_form_submission,WF-0000001415,USR-055,"[""PF-PERMITAPPLICATION-000015"",""PF-REVIEW-000015"",""PF-VIOLATION-000015""]"
PF-PERMITAPPLICATION-000130,Application Reopened,2023-01-19T00:45:00Z,wf_task_history,WF-0000001419,USR-058,"[""PF-PERMITAPPLICATION-000130"",""PF-AGENCY-000130""]"
,Application Reopened,2023-01-19T06:47:00Z,wf_task_history,WF-0000001449,USR-092,"[""PF-PERMITAPPLICATION-000132"",""PF-AGENCY-000132""]"
PF-PERMITAPPLICATION-000117,Completeness Rejected,2023-01-19T09:25:00Z,wf_external_task,WF-0000001458,USR-099,"[""PF-PERMITAPPLICATION-000117"",""PF-OBJECTION-000117""]"
,Application Reopened,2023-01-19T12:49:00Z,wf_task_history,WF-0000001474,USR-126,"[""PF-PERMITAPPLICATION-000134"",""PF-AGENCY-000134""]"
,Completeness Rejected,2023-01-19T13:00:00Z,wf_external_task,WF-0000001481,USR-101,"[""PF-PERMITAPPLICATION-000020"",""PF-OBJECTION-000020"",""PF-REVIEW-000020""]"
,Application Reopened,2023-01-19T13:52:00Z,wf_task_history,WF-0000001482,USR-093,"[""PF-PERMITAPPLICATION-000020"",""PF-AGENCY-000020""]"
,Inspection Failed,2023-01-19T14:14:00Z,wf_message_delivery,WF-0000001483,USR-012,"[""PF-PERMITAPPLICATION-000020"",""PF-DOCUMENT-000020"",""PF-INSPECTION-000020""]"
,Reinspection Requested,2023-01-19T14:51:00Z,wf_form_submission,WF-0000001484,USR-013,"[""PF-PERMITAPPLICATION-000020"",""PF-REVIEW-000020""]"
,Application Reopened,2023-01-19T18:51:00Z,wf_task_history,WF-0000001501,USR-033,"[""PF-PERMITAPPLICATION-000136"",""PF-AGENCY-000136"",""PF-CONDITION-000136""]"
PF-PERMITAPPLICATION-000046,Inspection Failed,2023-01-20T00:45:00Z,wf_message_delivery,WF-0000001532,USR-073,"[""PF-PERMITAPPLICATION-000046"",""PF-DOCUMENT-000046""]"
,Application Reopened,2023-01-20T00:53:00Z,wf_task_history,WF-0000001524,USR-067,"[""PF-PERMITAPPLICATION-000138"",""PF-AGENCY-000138""]"
,Completeness Rejected,2023-01-20T04:00:00Z,wf_external_task,WF-0000001545,USR-059,"[""PF-PERMITAPPLICATION-000025"",""PF-OBJECTION-000025""]"
,Application Reopened,2023-01-20T04:52:00Z,wf_task_history,WF-0000001546,USR-051,"[""PF-PERMITAPPLICATION-000025"",""PF-AGENCY-000025"",""PF-CONDITION-000025""]"
,Inspection Failed,2023-01-20T05:14:00Z,wf_message_delivery,WF-0000001547,USR-097,"[""PF-PERMITAPPLICATION-000025"",""PF-DOCUMENT-000025""]"
,Reinspection Requested,2023-01-20T05:51:00Z,wf_form_submission,WF-0000001548,USR-098,"[""PF-PERMITAPPLICATION-000025"",""PF-REVIEW-000025"",""PF-VIOLATION-000025""]"
PF-PERMITAPPLICATION-000140,Application Reopened,2023-01-20T06:55:00Z,wf_task_history,WF-0000001552,USR-101,"[""PF-PERMITAPPLICATION-000140"",""PF-AGENCY-000140""]"
PF-PERMITAPPLICATION-000047,Reinspection Requested,2023-01-20T09:47:00Z,wf_form_submission,WF-0000001569,USR-091,"[""PF-PERMITAPPLICATION-000047"",""PF-REVIEW-000047""]"
PF-PERMITAPPLICATION-000142,Application Reopened,2023-01-20T12:57:00Z,wf_task_history,WF-0000001580,USR-008,"[""PF-PERMITAPPLICATION-000142"",""PF-AGENCY-000142""]"
PF-PERMITAPPLICATION-000144,Application Reopened,2023-01-20T18:59:00Z,wf_task_history,WF-0000001604,USR-042,"[""PF-PERMITAPPLICATION-000144"",""PF-AGENCY-000144""]"
PF-PERMITAPPLICATION-000030,Completeness Rejected,2023-01-20T19:00:00Z,wf_external_task,WF-0000001611,USR-017,"[""PF-PERMITAPPLICATION-000030"",""PF-OBJECTION-000030""]"
PF-PERMITAPPLICATION-000030,Application Reopened,2023-01-20T19:52:00Z,wf_task_history,WF-0000001612,USR-009,"[""PF-PERMITAPPLICATION-000030"",""PF-AGENCY-000030""]"
PF-PERMITAPPLICATION-000030,Inspection Failed,2023-01-20T20:14:00Z,wf_message_delivery,WF-0000001613,USR-055,"[""PF-PERMITAPPLICATION-000030"",""PF-DOCUMENT-000030""]"
PF-PERMITAPPLICATION-000030,Reinspection Requested,2023-01-20T20:51:00Z,wf_form_submission,WF-0000001614,USR-056,"[""PF-PERMITAPPLICATION-000030"",""PF-REVIEW-000030"",""PF-VIOLATION-000030""]"
PF-PERMITAPPLICATION-000130,Completeness Rejected,2023-01-21T00:38:00Z,wf_external_task,WF-0000001631,USR-066,"[""PF-PERMITAPPLICATION-000130"",""PF-OBJECTION-000130""]"
PF-PERMITAPPLICATION-000146,Application Reopened,2023-01-21T01:01:00Z,wf_task_history,WF-0000001634,USR-076,"[""PF-PERMITAPPLICATION-000146"",""PF-AGENCY-000146"",""PF-CONDITION-000146""]"
PF-PERMITAPPLICATION-000148,Application Reopened,2023-01-21T07:03:00Z,wf_task_history,WF-0000001659,USR-110,"[""PF-PERMITAPPLICATION-000148"",""PF-AGENCY-000148""]"
PF-PERMITAPPLICATION-000035,Completeness Rejected,2023-01-21T10:00:00Z,wf_external_task,WF-0000001676,USR-102,"[""PF-PERMITAPPLICATION-000035"",""PF-OBJECTION-000035""]"
PF-PERMITAPPLICATION-000035,Application Reopened,2023-01-21T10:52:00Z,wf_task_history,WF-0000001677,USR-094,"[""PF-PERMITAPPLICATION-000035"",""PF-AGENCY-000035""]"
PF-PERMITAPPLICATION-000035,Inspection Failed,2023-01-21T11:14:00Z,wf_message_delivery,WF-0000001678,USR-013,"[""PF-PERMITAPPLICATION-000035"",""PF-DOCUMENT-000035""]"
PF-PERMITAPPLICATION-000035,Reinspection Requested,2023-01-21T11:51:00Z,wf_form_submission,WF-0000001679,USR-014,"[""PF-PERMITAPPLICATION-000035"",""PF-REVIEW-000035"",""PF-VIOLATION-000035""]"
PF-PERMITAPPLICATION-000150,Application Reopened,2023-01-21T13:05:00Z,wf_task_history,WF-0000001689,USR-017,"[""PF-PERMITAPPLICATION-000150"",""PF-AGENCY-000150""]"
PF-PERMITAPPLICATION-000152,Application Reopened,2023-01-21T19:07:00Z,wf_task_history,WF-0000001713,USR-051,"[""PF-PERMITAPPLICATION-000152"",""PF-AGENCY-000152"",""PF-CONDITION-000152""]"
PF-PERMITAPPLICATION-000154,Application Reopened,2023-01-22T00:16:00Z,wf_task_history,WF-0000001732,USR-085,"[""PF-PERMITAPPLICATION-000154"",""PF-AGENCY-000154""]"
PF-PERMITAPPLICATION-000040,Completeness Rejected,2023-01-22T01:00:00Z,wf_external_task,WF-0000001743,USR-060,"[""PF-PERMITAPPLICATION-000040"",""PF-OBJECTION-000040"",""PF-REVIEW-000040""]"
PF-PERMITAPPLICATION-000040,Application Reopened,2023-01-22T01:52:00Z,wf_task_history,WF-0000001744,USR-052,"[""PF-PERMITAPPLICATION-000040"",""PF-AGENCY-000040""]"
PF-PERMITAPPLICATION-000040,Inspection Failed,2023-01-22T02:14:00Z,wf_message_delivery,WF-0000001745,USR-098,"[""PF-PERMITAPPLICATION-000040"",""PF-DOCUMENT-000040"",""PF-INSPECTION-000040""]"
PF-PERMITAPPLICATION-000040,Reinspection Requested,2023-01-22T02:51:00Z,wf_form_submission,WF-0000001746,USR-099,"[""PF-PERMITAPPLICATION-000040"",""PF-REVIEW-000040""]"
PF-PERMITAPPLICATION-000156,Application Reopened,2023-01-22T06:18:00Z,wf_task_history,WF-0000001761,USR-119,"[""PF-PERMITAPPLICATION-000156"",""PF-AGENCY-000156"",""PF-CONDITION-000156""]"
PF-PERMITAPPLICATION-000065,Inspection Failed,2023-01-22T09:11:00Z,wf_message_delivery,WF-0000001780,USR-015,"[""PF-PERMITAPPLICATION-000065"",""PF-DOCUMENT-000065""]"
PF-PERMITAPPLICATION-000158,Application Reopened,2023-01-22T12:20:00Z,wf_task_history,WF-0000001786,USR-026,"[""PF-PERMITAPPLICATION-000158"",""PF-AGENCY-000158""]"
PF-PERMITAPPLICATION-000143,Completeness Rejected,2023-01-22T15:51:00Z,wf_external_task,WF-0000001805,USR-033,"[""PF-PERMITAPPLICATION-000143"",""PF-OBJECTION-000143"",""PF-REVIEW-000143""]"
PF-PERMITAPPLICATION-000045,Completeness Rejected,2023-01-22T16:00:00Z,wf_external_task,WF-0000001806,USR-018,"[""PF-PERMITAPPLICATION-000045"",""PF-OBJECTION-000045"",""PF-REVIEW-000045""]"
PF-PERMITAPPLICATION-000045,Application Reopened,2023-01-22T16:52:00Z,wf_task_history,WF-0000001807,USR-010,"[""PF-PERMITAPPLICATION-000045"",""PF-AGENCY-000045""]"
PF-PERMITAPPLICATION-000045,Inspection Failed,2023-01-22T17:14:00Z,wf_message_delivery,WF-0000001808,USR-056,"[""PF-PERMITAPPLICATION-000045"",""PF-DOCUMENT-000045"",""PF-INSPECTION-000045""]"
PF-PERMITAPPLICATION-000045,Reinspection Requested,2023-01-22T17:51:00Z,wf_form_submission,WF-0000001809,USR-057,"[""PF-PERMITAPPLICATION-000045"",""PF-REVIEW-000045""]"
PF-PERMITAPPLICATION-000160,Application Reopened,2023-01-22T18:22:00Z,wf_task_history,WF-0000001812,USR-060,"[""PF-PERMITAPPLICATION-000160"",""PF-AGENCY-000160"",""PF-CONDITION-000160""]"
PF-PERMITAPPLICATION-000162,Application Reopened,2023-01-23T00:24:00Z,wf_task_history,WF-0000001836,USR-094,"[""PF-PERMITAPPLICATION-000162"",""PF-AGENCY-000162""]"
PF-PERMITAPPLICATION-000070,Reinspection Requested,2023-01-23T06:17:00Z,wf_form_submission,WF-0000001868,USR-101,"[""PF-PERMITAPPLICATION-000070"",""PF-REVIEW-000070""]"
,Application Reopened,2023-01-23T06:26:00Z,wf_task_history,WF-0000001861,USR-001,"[""PF-PERMITAPPLICATION-000164"",""PF-AGENCY-000164""]"
PF-PERMITAPPLICATION-000050,Completeness Rejected,2023-01-23T07:00:00Z,wf_external_task,WF-0000001876,USR-103,"[""PF-PERMITAPPLICATION-000050"",""PF-OBJECTION-000050"",""PF-REVIEW-000050""]"
PF-PERMITAPPLICATION-000050,Application Reopened,2023-01-23T07:52:00Z,wf_task_history,WF-0000001877,USR-095,"[""PF-PERMITAPPLICATION-000050"",""PF-AGENCY-000050""]"
PF-PERMITAPPLICATION-000050,Inspection Failed,2023-01-23T08:14:00Z,wf_message_delivery,WF-0000001878,USR-014,"[""PF-PERMITAPPLICATION-000050"",""PF-DOCUMENT-000050"",""PF-INSPECTION-000050""]"
PF-PERMITAPPLICATION-000050,Reinspection Requested,2023-01-23T08:51:00Z,wf_form_submission,WF-0000001879,USR-015,"[""PF-PERMITAPPLICATION-000050"",""PF-REVIEW-000050""]"
,Application Reopened,2023-01-23T12:28:00Z,wf_task_history,WF-0000001892,USR-035,"[""PF-PERMITAPPLICATION-000166"",""PF-AGENCY-000166""]"
