case_id,activity,timestamp,source_table,source_record_id,actor,object_refs
PC-PURCHASEREQUISITION-000043,Requisition Rejected,2023-01-07T21:48:00Z,cdhdr,CHG0000000405,USR-102,"[""PC-DOC-000043-05""]"
PC-PURCHASEREQUISITION-000044,Requisition Rejected,2023-01-08T00:49:00Z,cdhdr,CHG0000000416,USR-119,"[""PC-DOC-000044-05""]"
PC-PURCHASEREQUISITION-000045,Requisition Rejected,2023-01-08T03:50:00Z,cdhdr,CHG0000000428,USR-009,"[""PC-DOC-000045-05""]"
PC-PURCHASEREQUISITION-000014,PO Rejected,2023-01-08T06:35:00Z,cdhdr,CHG0000000435,USR-006,"[""PC-DOC-000014-10""]"
PC-PURCHASEREQUISITION-000046,Requisition Rejected,2023-01-08T06:51:00Z,cdhdr,CHG0000000440,USR-026,"[""PC-DOC-000046-05""]"
PC-PURCHASEREQUISITION-000047,Requisition Rejected,2023-01-08T09:52:00Z,cdhdr,CHG0000000451,USR-043,"[""PC-DOC-000047-05""]"
PC-PURCHASEREQUISITION-000048,Requisition Rejected,2023-01-08T12:00:00Z,cdhdr,CHG0000000452,USR-060,"[""PC-DOC-000048-05""]"
PC-PURCHASEREQUISITION-000049,Requisition Rejected,2023-01-08T15:01:00Z,cdhdr,CHG0000000461,USR-077,"[""PC-DOC-000049-05""]"
PC-PURCHASEREQUISITION-000050,Requisition Rejected,2023-01-08T18:02:00Z,cdhdr,CHG0000000474,USR-094,"[""PC-DOC-000050-05""]"
PC-PURCHASEREQUISITION-000051,Requisition Rejected,2023-01-08T21:03:00Z,cdhdr,CHG0000000483,USR-111,"[""PC-DOC-000051-05""]"
PC-PURCHASEREQUISITION-000052,Requisition Rejected,2023-01-09T00:04:00Z,cdhdr,CHG0000000493,USR-001,"[""PC-DOC-000052-05""]"
PC-PURCHASEREQUISITION-000053,Requisition Rejected,2023-01-09T03:05:00Z,cdhdr,CHG0000000503,USR-018,"[""PC-DOC-000053-05""]"
PC-PURCHASEREQUISITION-000021,PO Rejected,2023-01-09T03:42:00Z,cdhdr,CHG0000000509,USR-125,"[""PC-DOC-000021-10""]"
PC-PURCHASEREQUISITION-000054,Requisition Rejected,2023-01-09T06:06:00Z,cdhdr,CHG0000000515,USR-035,"[""PC-DOC-000054-05""]"
PC-PURCHASEREQUISITION-000008,Goods Receipt Reversed,2023-01-09T06:36:00Z,accounting_header,APP-0000000521,USR-038,"[""PC-PURCHASEREQUISITION-000008"",""PC-ADVANCESHIPPINGNOTICE-000008""]"
PC-PURCHASEREQUISITION-000055,Requisition Rejected,2023-01-09T09:07:00Z,cdhdr,CHG0000000526,USR-052,"[""PC-DOC-000055-05""]"
PC-PURCHASEREQUISITION-000056,Requisition Rejected,2023-01-09T12:08:00Z,cdhdr,CHG0000000536,USR-069,"[""PC-DOC-000056-05""]"
PC-PURCHASEREQUISITION-000057,Requisition Rejected,2023-01-09T15:09:00Z,cdhdr,CHG0000000549,USR-086,"[""PC-DOC-000057-05""]"
PC-PURCHASEREQUISITION-000058,Requisition Rejected,2023-01-09T18:10:00Z,cdhdr,CHG0000000559,USR-103,"[""PC-DOC-000058-05""]"
PC-PURCHASEREQUISITION-000059,Requisition Rejected,2023-01-09T21:11:00Z,cdhdr,CHG0000000568,USR-120,"[""PC-DOC-000059-05""]"
PC-PURCHASEREQUISITION-000060,Requisition Rejected,2023-01-10T00:12:00Z,cdhdr,CHG0000000578,USR-010,"[""PC-DOC-000060-05""]"
PC-PURCHASEREQUISITION-000028,PO Rejected,2023-01-10T00:49:00Z,cdhdr,CHG0000000584,USR-117,"[""PC-DOC-000028-10""]"
PC-PURCHASEREQUISITION-000061,Requisition Rejected,2023-01-10T03:13:00Z,cdhdr,CHG0000000591,USR-027,"[""PC-DOC-000061-05""]"
PC-PURCHASEREQUISITION-000062,Requisition Rejected,2023-01-10T06:14:00Z,cdhdr,CHG0000000600,USR-044,"[""PC-DOC-000062-05""]"
PC-PURCHASEREQUISITION-000063,Requisition Rejected,2023-01-10T09:15:00Z,cdhdr,CHG0000000611,USR-061,"[""PC-DOC-000063-05""]"
PC-PURCHASEREQUISITION-000064,Requisition Rejected,2023-01-10T12:16:00Z,cdhdr,CHG0000000620,USR-078,"[""PC-DOC-000064-05""]"
PC-PURCHASEREQUISITION-000065,Requisition Rejected,2023-01-10T15:17:00Z,cdhdr,CHG0000000629,USR-095,"[""PC-DOC-000065-05""]"
PC-PURCHASEREQUISITION-000066,Requisition Rejected,2023-01-10T18:18:00Z,cdhdr,CHG0000000640,USR-112,"[""PC-DOC-000066-05""]"
PC-PURCHASEREQUISITION-000035,PO Rejected,2023-01-10T21:03:00Z,cdhdr,CHG0000000649,USR-109,"[""PC-DOC-000035-10""]"
PC-PURCHASEREQUISITION-000067,Requisition Rejected,2023-01-10T21:19:00Z,cdhdr,CHG0000000654,USR-002,"[""PC-DOC-000067-05""]"
PC-PURCHASEREQUISITION-000068,Requisition Rejected,2023-01-11T00:20:00Z,cdhdr,CHG0000000666,USR-019,"[""PC-DOC-000068-05""]"
PC-PURCHASEREQUISITION-000069,Requisition Rejected,2023-01-11T03:21:00Z,cdhdr,CHG0000000675,USR-036,"[""PC-DOC-000069-05""]"
PC-PURCHASEREQUISITION-000070,Requisition Rejected,2023-01-11T06:22:00Z,cdhdr,CHG0000000687,USR-053,"[""PC-DOC-000070-05""]"
PC-PURCHASEREQUISITION-000071,Requisition Rejected,2023-01-11T09:23:00Z,cdhdr,CHG0000000696,USR-070,"[""PC-DOC-000071-05""]"
PC-PURCHASEREQUISITION-000072,Requisition Rejected,2023-01-11T12:24:00Z,cdhdr,CHG0000000706,USR-087,"[""PC-DOC-000072-05""]"
PC-PURCHASEREQUISITION-000073,Requisition Rejected,2023-01-11T15:25:00Z,cdhdr,CHG0000000718,USR-104,"[""PC-DOC-000073-05""]"
PC-PURCHASEREQUISITION-000042,PO Rejected,2023-01-11T18:10:00Z,cdhdr,CHG0000000724,USR-101,"[""PC-DOC-000042-10""]"
PC-PURCHASEREQUISITION-000074,Requisition Rejected,2023-01-11T18:26:00Z,cdhdr,CHG0000000728,USR-121,"[""PC-DOC-000074-05""]"
PC-PURCHASEREQUISITION-000075,Requisition Rejected,2023-01-11T21:27:00Z,cdhdr,CHG0000000739,USR-011,"[""PC-DOC-000075-05""]"
PC-PURCHASEREQUISITION-000076,Requisition Rejected,2023-01-12T00:28:00Z,cdhdr,CHG0000000749,USR-028,"[""PC-DOC-000076-05""]"
PC-PURCHASEREQUISITION-000077,Requisition Rejected,2023-01-12T03:29:00Z,cdhdr,CHG0000000758,USR-045,"[""PC-DOC-000077-05""]"
PC-PURCHASEREQUISITION-000078,Requisition Rejected,2023-01-12T06:30:00Z,cdhdr,CHG0000000771,USR-062,"[""PC-DOC-000078-05""]"
PC-PURCHASEREQUISITION-000079,Requisition Rejected,2023-01-12T09:31:00Z,cdhdr,CHG0000000782,USR-079,"[""PC-DOC-000079-05""]"
PC-PURCHASEREQUISITION-000080,Requisition Rejected,2023-01-12T12:32:00Z,cdhdr,CHG0000000797,USR-096,"[""PC-DOC-000080-05""]"
PC-PURCHASEREQUISITION-000049,PO Rejected,2023-01-12T15:17:00Z,cdhdr,CHG0000000803,USR-093,"[""PC-DOC-000049-10""]"
PC-PURCHASEREQUISITION-000081,Requisition Rejected,2023-01-12T15:33:00Z,cdhdr,CHG0000000807,USR-113,"[""PC-DOC-000081-05""]"
PC-PURCHASEREQUISITION-000082,Requisition Rejected,2023-01-12T18:34:00Z,cdhdr,CHG0000000819,USR-003,"[""PC-DOC-000082-05""]"
PC-PURCHASEREQUISITION-000083,Requisition Rejected,2023-01-12T21:35:00Z,cdhdr,CHG0000000830,USR-020,"[""PC-DOC-000083-05""]"
PC-PURCHASEREQUISITION-000084,Requisition Rejected,2023-01-13T00:36:00Z,cdhdr,CHG0000000839,USR-037,"[""PC-DOC-000084-05""]"
PC-PURCHASEREQUISITION-000039,Goods Receipt Reversed,2023-01-13T03:14:00Z,accounting_header,APP-0000000846,USR-057,"[""PC-PURCHASEREQUISITION-000039"",""PC-ADVANCESHIPPINGNOTICE-000039""]"
PC-PURCHASEREQUISITION-000085,Requisition Rejected,2023-01-13T03:37:00Z,cdhdr,CHG0000000850,USR-054,"[""PC-DOC-000085-05""]"
PC-PURCHASEREQUISITION-000086,Requisition Rejected,2023-01-13T06:38:00Z,cdhdr,CHG0000000861,USR-071,"[""PC-DOC-000086-05""]"
PC-PURCHASEREQUISITION-000087,Requisition Rejected,2023-01-13T09:39:00Z,cdhdr,CHG0000000873,USR-088,"[""PC-DOC-000087-05""]"
PC-PURCHASEREQUISITION-000056,PO Rejected,2023-01-13T12:24:00Z,cdhdr,CHG0000000881,USR-085,"[""PC-DOC-000056-10""]"
PC-PURCHASEREQUISITION-000088,Requisition Rejected,2023-01-13T12:40:00Z,cdhdr,CHG0000000885,USR-105,"[""PC-DOC-000088-05""]"
PC-PURCHASEREQUISITION-000089,Requisition Rejected,2023-01-13T15:41:00Z,cdhdr,CHG0000000900,USR-122,"[""PC-DOC-000089-05""]"
PC-PURCHASEREQUISITION-000090,Requisition Rejected,2023-01-13T18:42:00Z,cdhdr,CHG0000000911,USR-012,"[""PC-DOC-000090-05""]"
PC-PURCHASEREQUISITION-000091,Requisition Rejected,2023-01-13T21:43:00Z,cdhdr,CHG0000000922,USR-029,"[""PC-DOC-000091-05""]"
PC-PURCHASEREQUISITION-000092,Requisition Rejected,2023-01-14T00:44:00Z,cdhdr,CHG0000000932,USR-046,"[""PC-DOC-000092-05""]"
PC-PURCHASEREQUISITION-000093,Requisition Rejected,2023-01-14T03:45:00Z,cdhdr,CHG0000000943,USR-063,"[""PC-DOC-000093-05""]"
PC-PURCHASEREQUISITION-000094,Requisition Rejected,2023-01-14T06:46:00Z,cdhdr,CHG0000000953,USR-080,"[""PC-DOC-000094-05""]"
PC-PURCHASEREQUISITION-000063,PO Rejected,2023-01-14T09:31:00Z,cdhdr,CHG0000000961,USR-077,"[""PC-DOC-000063-10""]"
PC-PURCHASEREQUISITION-000095,Requisition Rejected,2023-01-14T09:47:00Z,cdhdr,CHG0000000965,USR-097,"[""PC-DOC-000095-05""]"
PC-PURCHASEREQUISITION-000096,Requisition Rejected,2023-01-14T12:48:00Z,cdhdr,CHG0000000977,USR-114,"[""PC-DOC-000096-05""]"
PC-PURCHASEREQUISITION-000097,Requisition Rejected,2023-01-14T15:49:00Z,cdhdr,CHG0000000989,USR-004,"[""PC-DOC-000097-05""]"
PC-PURCHASEREQUISITION-000098,Requisition Rejected,2023-01-14T18:50:00Z,cdhdr,CHG0000001000,USR-021,"[""PC-DOC-000098-05""]"
PC-PURCHASEREQUISITION-000099,Requisition Rejected,2023-01-14T21:51:00Z,cdhdr,CHG0000001013,USR-038,"[""PC-DOC-000099-05""]"
PC-PURCHASEREQUISITION-000100,Requisition Rejected,2023-01-15T00:52:00Z,cdhdr,CHG0000001030,USR-055,"[""PC-DOC-000100-05""]"
PC-PURCHASEREQUISITION-000101,Requisition Rejected,2023-01-15T03:00:00Z,cdhdr,CHG0000001031,USR-072,"[""PC-DOC-000101-05""]"
PC-PURCHASEREQUISITION-000102,Requisition Rejected,2023-01-15T06:01:00Z,cdhdr,CHG0000001043,USR-089,"[""PC-DOC-000102-05""]"
PC-PURCHASEREQUISITION-000070,PO Rejected,2023-01-15T06:38:00Z,cdhdr,CHG0000001051,USR-069,"[""PC-DOC-000070-10""]"
PC-PURCHASEREQUISITION-000103,Requisition Rejected,2023-01-15T09:02:00Z,cdhdr,CHG0000001056,USR-106,"[""PC-DOC-000103-05""]"
PC-PURCHASEREQUISITION-000013,Payment Reversed,2023-01-15T09:10:00Z,inspection_lot,APP-0000001062,USR-018,"[""PC-PURCHASEREQUISITION-000013"",""PC-INSPECTIONLOT-000013""]"
PC-PURCHASEREQUISITION-000104,Requisition Rejected,2023-01-15T12:03:00Z,cdhdr,CHG0000001070,USR-123,"[""PC-DOC-000104-05""]"
PC-PURCHASEREQUISITION-000105,Requisition Rejected,2023-01-15T15:04:00Z,cdhdr,CHG0000001082,USR-013,"[""PC-DOC-000105-05""]"
PC-PURCHASEREQUISITION-000005,Requisition Rejected,2023-01-15T16:00:00Z,cdhdr,CHG0000001089,USR-091,"[""PC-DOC-000005-05""]"
PC-PURCHASEREQUISITION-000005,PO Rejected,2023-01-15T16:37:00Z,cdhdr,CHG0000001090,USR-107,"[""PC-DOC-000005-10""]"
PC-PURCHASEREQUISITION-000005,Goods Receipt Reversed,2023-01-15T17:14:00Z,accounting_header,APP-0000001091,USR-114,"[""PC-PURCHASEREQUISITION-000005"",""PC-ADVANCESHIPPINGNOTICE-000005"",""PC-PAYMENTPROPOSAL-000005""]"
PC-PURCHASEREQUISITION-000005,Payment Reversed,2023-01-15T17:51:00Z,inspection_lot,APP-0000001092,USR-009,"[""PC-PURCHASEREQUISITION-000005"",""PC-INSPECTIONLOT-000005""]"
PC-PURCHASEREQUISITION-000106,Requisition Rejected,2023-01-15T18:05:00Z,cdhdr,CHG0000001096,USR-030,"[""PC-DOC-000106-05""]"
PC-PURCHASEREQUISITION-000107,Requisition Rejected,2023-01-15T21:06:00Z,cdhdr,CHG0000001109,USR-047,"[""PC-DOC-000107-05""]"
PC-PURCHASEREQUISITION-000108,Requisition Rejected,2023-01-16T00:07:00Z,cdhdr,CHG0000001119,USR-064,"[""PC-DOC-000108-05""]"
PC-PURCHASEREQUISITION-000109,Requisition Rejected,2023-01-16T03:08:00Z,cdhdr,CHG0000001129,USR-081,"[""PC-DOC-000109-05""]"
PC-PURCHASEREQUISITION-000077,PO Rejected,2023-01-16T03:45:00Z,cdhdr,CHG0000001136,USR-061,"[""PC-DOC-000077-10""]"
PC-PURCHASEREQUISITION-000110,Requisition Rejected,2023-01-16T06:09:00Z,cdhdr,CHG0000001142,USR-098,"[""PC-DOC-000110-05""]"
PC-PURCHASEREQUISITION-000010,Requisition Rejected,2023-01-16T07:00:00Z,cdhdr,CHG0000001150,USR-049,"[""PC-DOC-000010-05""]"
PC-PURCHASEREQUISITION-000010,PO Rejected,2023-01-16T07:37:00Z,cdhdr,CHG0000001151,USR-065,"[""PC-DOC-000010-10""]"
PC-PURCHASEREQUISITION-000010,Goods Receipt Reversed,2023-01-16T08:14:00Z,accounting_header,APP-0000001152,USR-072,"[""PC-PURCHASEREQUISITION-000010"",""PC-ADVANCESHIPPINGNOTICE-000010"",""PC-PAYMENTPROPOSAL-000010""]"
PC-PURCHASEREQUISITION-000010,Payment Reversed,2023-01-16T08:51:00Z,inspection_lot,APP-0000001153,USR-094,"[""PC-PURCHASEREQUISITION-000010"",""PC-INSPECTIONLOT-000010""]"
PC-PURCHASEREQUISITION-000111,Requisition Rejected,2023-01-16T09:10:00Z,cdhdr,CHG0000001158,USR-115,"[""PC-DOC-000111-05""]"
PC-PURCHASEREQUISITION-000112,Requisition Rejected,2023-01-16T12:11:00Z,cdhdr,CHG0000001174,USR-005,"[""PC-DOC-000112-05""]"
PC-PURCHASEREQUISITION-000113,Requisition Rejected,2023-01-16T15:12:00Z,cdhdr,CHG0000001183,USR-022,"[""PC-DOC-000113-05""]"
PC-PURCHASEREQUISITION-000114,Requisition Rejected,2023-01-16T18:13:00Z,cdhdr,CHG0000001194,USR-039,"[""PC-DOC-000114-05""]"
PC-PURCHASEREQUISITION-000115,Requisition Rejected,2023-01-16T21:14:00Z,cdhdr,CHG0000001206,USR-056,"[""PC-DOC-000115-05""]"
PC-PURCHASEREQUISITION-000015,Requisition Rejected,2023-01-16T22:00:00Z,cdhdr,CHG0000001214,USR-007,"[""PC-DOC-000015-05""]"
PC-PURCHASEREQUISITION-000015,PO Rejected,2023-01-16T22:37:00Z,cdhdr,CHG0000001215,USR-023,"[""PC-DOC-000015-10""]"
PC-PURCHASEREQUISITION-000015,Goods Receipt Reversed,2023-01-16T23:14:00Z,accounting_header,APP-0000001216,USR-030,"[""PC-PURCHASEREQUISITION-000015"",""PC-ADVANCESHIPPINGNOTICE-000015""]"
PC-PURCHASEREQUISITION-000015,Payment Reversed,2023-01-16T23:51:00Z,inspection_lot,APP-0000001217,USR-052,"[""PC-PURCHASEREQUISITION-000015"",""PC-INSPECTIONLOT-000015"",""PC-REQUISITIONITEM-000015""]"
PC-PURCHASEREQUISITION-000116,Requisition Rejected,2023-01-17T00:15:00Z,cdhdr,CHG0000001221,USR-073,"[""PC-DOC-000116-05""]"
PC-PURCHASEREQUISITION-000026,Payment Reversed,2023-01-17T00:23:00Z,inspection_lot,APP-0000001227,USR-112,"[""PC-PURCHASEREQUISITION-000026"",""PC-INSPECTIONLOT-000026""]"
PC-PURCHASEREQUISITION-000070,Goods Receipt Reversed,2023-01-17T00:45:00Z,accounting_header,APP-0000001229,USR-076,"[""PC-PURCHASEREQUISITION-000070"",""PC-ADVANCESHIPPINGNOTICE-000070"",""PC-PAYMENTPROPOSAL-000070""]"
PC-PURCHASEREQUISITION-000084,PO Rejected,2023-01-17T00:52:00Z,cdhdr,CHG0000001230,USR-053,"[""PC-DOC-000084-10""]"
PC-PURCHASEREQUISITION-000117,Requisition Rejected,2023-01-17T03:16:00Z,cdhdr,CHG0000001235,USR-090,"[""PC-DOC-000117-05""]"
PC-PURCHASEREQUISITION-000118,Requisition Rejected,2023-01-17T06:17:00Z,cdhdr,CHG0000001246,USR-107,"[""PC-DOC-000118-05""]"
PC-PURCHASEREQUISITION-000119,Requisition Rejected,2023-01-17T09:18:00Z,cdhdr,CHG0000001256,USR-124,"[""PC-DOC-000119-05""]"
PC-PURCHASEREQUISITION-000120,Requisition Rejected,2023-01-17T12:19:00Z,cdhdr,CHG0000001266,USR-014,"[""PC-DOC-000120-05""]"
PC-PURCHASEREQUISITION-000020,Requisition Rejected,2023-01-17T13:00:00Z,cdhdr,CHG0000001275,USR-092,"[""PC-DOC-000020-05""]"
PC-PURCHASEREQUISITION-000020,PO Rejected,2023-01-17T13:37:00Z,cdhdr,CHG0000001276,USR-108,"[""PC-DOC-000020-10""]"
PC-PURCHASEREQUISITION-000020,Goods Receipt Reversed,2023-01-17T14:14:00Z,accounting_header,APP-0000001277,USR-115,"[""PC-PURCHASEREQUISITION-000020"",""PC-ADVANCESHIPPINGNOTICE-000020"",""PC-PAYMENTPROPOSAL-000020""]"
PC-PURCHASEREQUISITION-000020,Payment Reversed,2023-01-17T14:51:00Z,inspection_lot,APP-0000001278,USR-010,"[""PC-PURCHASEREQUISITION-000020"",""PC-INSPECTIONLOT-000020""]"
PC-PURCHASEREQUISITION-000121,Requisition Rejected,2023-01-17T15:20:00Z,cdhdr,CHG0000001282,USR-031,"[""PC-DOC-000121-05""]"
PC-PURCHASEREQUISITION-000122,Requisition Rejected,2023-01-17T18:21:00Z,cdhdr,CHG0000001298,USR-048,"[""PC-DOC-000122-05""]"
PC-PURCHASEREQUISITION-000091,PO Rejected,2023-01-17T21:06:00Z,cdhdr,CHG0000001308,USR-045,"[""PC-DOC-000091-10""]"
PC-PURCHASEREQUISITION-000123,Requisition Rejected,2023-01-17T21:22:00Z,cdhdr,CHG0000001312,USR-065,"[""PC-DOC-000123-05""]"
PC-PURCHASEREQUISITION-000124,Requisition Rejected,2023-01-18T00:23:00Z,cdhdr,CHG0000001323,USR-082,"[""PC-DOC-000124-05""]"
PC-PURCHASEREQUISITION-000125,Requisition Rejected,2023-01-18T03:24:00Z,cdhdr,CHG0000001334,USR-099,"[""PC-DOC-000125-05""]"
PC-PURCHASEREQUISITION-000025,Requisition Rejected,2023-01-18T04:00:00Z,cdhdr,CHG0000001341,USR-050,"[""PC-DOC-000025-05""]"
PC-PURCHASEREQUISITION-000025,PO Rejected,2023-01-18T04:37:00Z,cdhdr,CHG0000001342,USR-066,"[""PC-DOC-000025-10""]"
PC-PURCHASEREQUISITION-000025,Goods Receipt Reversed,2023-01-18T05:14:00Z,accounting_header,APP-0000001343,USR-073,"[""PC-PURCHASEREQUISITION-000025"",""PC-ADVANCESHIPPINGNOTICE-000025"",""PC-PAYMENTPROPOSAL-000025""]"
PC-PURCHASEREQUISITION-000025,Payment Reversed,2023-01-18T05:51:00Z,inspection_lot,APP-0000001344,USR-095,"[""PC-PURCHASEREQUISITION-000025"",""PC-INSPECTIONLOT-000025""]"
PC-PURCHASEREQUISITION-000126,Requisition Rejected,2023-01-18T06:25:00Z,cdhdr,CHG0000001348,USR-116,"[""PC-DOC-000126-05""]"
PC-PURCHASEREQUISITION-000127,Requisition Rejected,2023-01-18T09:26:00Z,cdhdr,CHG0000001359,USR-006,"[""PC-DOC-000127-05""]"
PC-PURCHASEREQUISITION-000128,Requisition Rejected,2023-01-18T12:27:00Z,cdhdr,CHG0000001372,USR-023,"[""PC-DOC-000128-05""]"
PC-PURCHASEREQUISITION-000129,Requisition Rejected,2023-01-18T15:28:00Z,cdhdr,CHG0000001383,USR-040,"[""PC-DOC-000129-05""]"
