case_id,activity,timestamp,source_table,source_record_id,actor,object_refs
CS-POLICY-000014,Claim Acknowledged,2023-01-03T12:16:00Z,event_store,102,USR-114,"[""CS-POLICY-000014"",""CS-INCIDENT-000014"",""CS-RESERVE-000014""]"
CS-POLICY-000018,Claim Reported,2023-01-03T12:18:00Z,event_store,104,USR-053,"[""CS-POLICY-000018"",""CS-INSUREDPARTY-000018"",""CS-EVIDENCEDOCUMENT-000018""]"
CS-POLICY-000009,Coverage Confirmed,2023-01-03T15:14:00Z,event_store,108,USR-032,"[""CS-POLICY-000009"",""CS-ADJUSTERASSIGNMENT-000009"",""CS-PAYMENT-000009""]"
CS-POLICY-000004,Exposure Classified,2023-01-03T18:12:00Z,event_store,116,USR-077,"[""CS-POLICY-000004"",""CS-ESTIMATE-000004"",""CS-COMPLAINT-000004""]"
CS-POLICY-000008,Coverage Denied,2023-01-03T18:14:00Z,event_store,117,USR-016,"[""CS-POLICY-000008"",""CS-INSPECTION-000008"",""CS-RECOVERY-000008""]"
CS-POLICY-000003,Exposure Reclassified,2023-01-03T21:12:00Z,event_store,126,USR-061,"[""CS-POLICY-000003"",""CS-RESERVE-000003"",""CS-CATASTROPHEEVENT-000003""]"
CS-POLICY-000011,Coverage Confirmed,2023-01-03T21:16:00Z,event_store,128,USR-066,"[""CS-POLICY-000011"",""CS-ADJUSTERASSIGNMENT-000011"",""CS-PAYMENT-000011""]"
CS-POLICY-000019,Incident Registered,2023-01-03T21:20:00Z,event_store,133,USR-071,"[""CS-POLICY-000019"",""CS-CLAIM-000019"",""CS-ESTIMATE-000019""]"
CS-POLICY-000006,Exposure Classified,2023-01-04T00:14:00Z,event_store,137,USR-111,"[""CS-POLICY-000006"",""CS-ESTIMATE-000006"",""CS-COMPLAINT-000006""]"
CS-POLICY-000010,Coverage Denied,2023-01-04T00:16:00Z,event_store,138,USR-050,"[""CS-POLICY-000010"",""CS-INSPECTION-000010"",""CS-RECOVERY-000010""]"
CS-POLICY-000014,Coverage Check Started,2023-01-04T00:18:00Z,event_store,141,USR-116,"[""CS-POLICY-000014"",""CS-DAMAGEITEM-000014"",""CS-REPAIRORDER-000014""]"
CS-POLICY-000016,Policy Located,2023-01-04T00:19:00Z,event_store,142,USR-022,"[""CS-POLICY-000016"",""CS-EXPOSURE-000016"",""CS-FRAUDCASE-000016""]"
CS-POLICY-000018,Claim Acknowledged,2023-01-04T00:20:00Z,event_store,143,USR-055,"[""CS-POLICY-000018"",""CS-INCIDENT-000018"",""CS-RESERVE-000018""]"
CS-POLICY-000020,Incident Registered,2023-01-04T00:21:00Z,event_store,144,USR-088,"[""CS-POLICY-000020"",""CS-CLAIM-000020"",""CS-ESTIMATE-000020""]"
CS-POLICY-000001,Adjuster Reassigned,2023-01-04T03:12:00Z,event_store,147,USR-029,"[""CS-POLICY-000001"",""CS-REPAIRORDER-000001"",""CS-COMMUNICATION-000001""]"
CS-POLICY-000013,Coverage Confirmed,2023-01-04T03:18:00Z,event_store,151,USR-100,"[""CS-POLICY-000013"",""CS-ADJUSTERASSIGNMENT-000013"",""CS-PAYMENT-000013""]"
CS-POLICY-000015,Coverage Check Started,2023-01-04T03:19:00Z,event_store,152,USR-006,"[""CS-POLICY-000015"",""CS-DAMAGEITEM-000015"",""CS-REPAIRORDER-000015""]"
CS-POLICY-000017,Policy Located,2023-01-04T03:20:00Z,event_store,153,USR-039,"[""CS-POLICY-000017"",""CS-EXPOSURE-000017"",""CS-FRAUDCASE-000017""]"
CS-POLICY-000021,Incident Registered,2023-01-04T03:22:00Z,event_store,156,USR-105,"[""CS-POLICY-000021"",""CS-CLAIM-000021"",""CS-ESTIMATE-000021""]"
CS-POLICY-000023,Claim Reported,2023-01-04T03:23:00Z,event_store,157,USR-011,"[""CS-POLICY-000023"",""CS-INSUREDPARTY-000023"",""CS-EVIDENCEDOCUMENT-000023""]"
CS-POLICY-000012,Coverage Denied,2023-01-04T06:18:00Z,event_store,161,USR-084,"[""CS-POLICY-000012"",""CS-INSPECTION-000012"",""CS-RECOVERY-000012""]"
CS-POLICY-000022,Incident Registered,2023-01-04T06:23:00Z,event_store,167,USR-122,"[""CS-POLICY-000022"",""CS-CLAIM-000022"",""CS-ESTIMATE-000022""]"
CS-POLICY-000025,Claim Reported,2023-01-04T09:25:00Z,event_store,179,USR-045,"[""CS-POLICY-000025"",""CS-INSUREDPARTY-000025"",""CS-EVIDENCEDOCUMENT-000025""]"
CS-POLICY-000016,Coverage Confirmed,2023-01-04T12:21:00Z,event_store,184,USR-024,"[""CS-POLICY-000016"",""CS-ADJUSTERASSIGNMENT-000016"",""CS-PAYMENT-000016""]"
CS-POLICY-000020,Policy Located,2023-01-04T12:23:00Z,event_store,187,USR-090,"[""CS-POLICY-000020"",""CS-EXPOSURE-000020"",""CS-FRAUDCASE-000020""]"
CS-POLICY-000024,Incident Registered,2023-01-04T12:25:00Z,event_store,189,USR-029,"[""CS-POLICY-000024"",""CS-CLAIM-000024"",""CS-ESTIMATE-000024""]"
CS-POLICY-000026,Claim Reported,2023-01-04T12:26:00Z,event_store,191,USR-062,"[""CS-POLICY-000026"",""CS-INSUREDPARTY-000026"",""CS-EVIDENCEDOCUMENT-000026""]"
CS-POLICY-000005,Adjuster Reassigned,2023-01-04T15:16:00Z,event_store,192,USR-097,"[""CS-POLICY-000005"",""CS-REPAIRORDER-000005"",""CS-COMMUNICATION-000005""]"
CS-POLICY-000017,Coverage Confirmed,2023-01-04T15:22:00Z,event_store,196,USR-041,"[""CS-POLICY-000017"",""CS-ADJUSTERASSIGNMENT-000017"",""CS-PAYMENT-000017""]"
CS-POLICY-000019,Coverage Check Started,2023-01-04T15:23:00Z,event_store,197,USR-074,"[""CS-POLICY-000019"",""CS-DAMAGEITEM-000019"",""CS-REPAIRORDER-000019""]"
CS-POLICY-000021,Policy Located,2023-01-04T15:24:00Z,event_store,198,USR-107,"[""CS-POLICY-000021"",""CS-EXPOSURE-000021"",""CS-FRAUDCASE-000021""]"
CS-POLICY-000023,Claim Acknowledged,2023-01-04T15:25:00Z,event_store,199,USR-013,"[""CS-POLICY-000023"",""CS-INCIDENT-000023"",""CS-RESERVE-000023""]"
CS-POLICY-000008,Adjuster Assigned,2023-01-04T18:18:00Z,event_store,203,USR-020,"[""CS-POLICY-000008"",""CS-FRAUDCASE-000008"",""CS-SERVICEPROVIDER-000008""]"
CS-POLICY-000018,Coverage Confirmed,2023-01-04T18:23:00Z,event_store,207,USR-058,"[""CS-POLICY-000018"",""CS-ADJUSTERASSIGNMENT-000018"",""CS-PAYMENT-000018""]"
CS-POLICY-000022,Policy Located,2023-01-04T18:25:00Z,event_store,209,USR-124,"[""CS-POLICY-000022"",""CS-EXPOSURE-000022"",""CS-FRAUDCASE-000022""]"
CS-POLICY-000028,Claim Reported,2023-01-04T18:28:00Z,event_store,213,USR-096,"[""CS-POLICY-000028"",""CS-INSUREDPARTY-000028"",""CS-EVIDENCEDOCUMENT-000028""]"
CS-POLICY-000007,Adjuster Reassigned,2023-01-04T21:18:00Z,event_store,216,USR-004,"[""CS-POLICY-000007"",""CS-REPAIRORDER-000007"",""CS-COMMUNICATION-000007""]"
CS-POLICY-000015,Exposure Opened,2023-01-04T21:22:00Z,event_store,218,USR-009,"[""CS-POLICY-000015"",""CS-EVIDENCEDOCUMENT-000015"",""CS-LITIGATIONCASE-000015""]"
CS-POLICY-000027,Incident Registered,2023-01-04T21:28:00Z,event_store,224,USR-080,"[""CS-POLICY-000027"",""CS-CLAIM-000027"",""CS-ESTIMATE-000027""]"
CS-POLICY-000010,Adjuster Assigned,2023-01-05T00:20:00Z,event_store,227,USR-054,"[""CS-POLICY-000010"",""CS-FRAUDCASE-000010"",""CS-SERVICEPROVIDER-000010""]"
CS-POLICY-000030,Claim Reported,2023-01-05T00:30:00Z,event_store,237,USR-003,"[""CS-POLICY-000030"",""CS-INSUREDPARTY-000030"",""CS-EVIDENCEDOCUMENT-000030""]"
CS-POLICY-000009,Adjuster Reassigned,2023-01-05T03:20:00Z,event_store,238,USR-038,"[""CS-POLICY-000009"",""CS-REPAIRORDER-000009"",""CS-COMMUNICATION-000009""]"
CS-POLICY-000025,Policy Located,2023-01-05T03:28:00Z,event_store,244,USR-048,"[""CS-POLICY-000025"",""CS-EXPOSURE-000025"",""CS-FRAUDCASE-000025""]"
CS-POLICY-000029,Incident Registered,2023-01-05T03:30:00Z,event_store,247,USR-114,"[""CS-POLICY-000029"",""CS-CLAIM-000029"",""CS-ESTIMATE-000029""]"
CS-POLICY-000016,Exposure Classified,2023-01-05T06:24:00Z,event_store,251,USR-027,"[""CS-POLICY-000016"",""CS-ESTIMATE-000016"",""CS-COMPLAINT-000016""]"
CS-POLICY-000020,Coverage Denied,2023-01-05T06:26:00Z,event_store,252,USR-093,"[""CS-POLICY-000020"",""CS-INSPECTION-000020"",""CS-RECOVERY-000020""]"
CS-POLICY-000024,Coverage Check Started,2023-01-05T06:28:00Z,event_store,254,USR-032,"[""CS-POLICY-000024"",""CS-DAMAGEITEM-000024"",""CS-REPAIRORDER-000024""]"
CS-POLICY-000026,Policy Located,2023-01-05T06:29:00Z,event_store,256,USR-065,"[""CS-POLICY-000026"",""CS-EXPOSURE-000026"",""CS-FRAUDCASE-000026""]"
CS-POLICY-000028,Claim Acknowledged,2023-01-05T06:30:00Z,event_store,257,USR-098,"[""CS-POLICY-000028"",""CS-INCIDENT-000028"",""CS-RESERVE-000028""]"
CS-POLICY-000001,Damage Item Updated,2023-01-05T09:17:00Z,event_store,261,USR-034,"[""CS-POLICY-000001"",""CS-CATASTROPHEEVENT-000001"",""CS-EXPOSURE-000001""]"
CS-POLICY-000011,Adjuster Reassigned,2023-01-05T09:22:00Z,event_store,263,USR-072,"[""CS-POLICY-000011"",""CS-REPAIRORDER-000011"",""CS-COMMUNICATION-000011""]"
CS-POLICY-000019,Exposure Opened,2023-01-05T09:26:00Z,event_store,266,USR-077,"[""CS-POLICY-000019"",""CS-EVIDENCEDOCUMENT-000019"",""CS-LITIGATIONCASE-000019""]"
CS-POLICY-000023,Coverage Confirmed,2023-01-05T09:28:00Z,event_store,267,USR-016,"[""CS-POLICY-000023"",""CS-ADJUSTERASSIGNMENT-000023"",""CS-PAYMENT-000023""]"
CS-POLICY-000027,Policy Located,2023-01-05T09:30:00Z,event_store,269,USR-082,"[""CS-POLICY-000027"",""CS-EXPOSURE-000027"",""CS-FRAUDCASE-000027""]"
CS-POLICY-000031,Incident Registered,2023-01-05T09:32:00Z,event_store,272,USR-021,"[""CS-POLICY-000031"",""CS-CLAIM-000031"",""CS-ESTIMATE-000031""]"
CS-POLICY-000033,Claim Reported,2023-01-05T09:33:00Z,event_store,273,USR-054,"[""CS-POLICY-000033"",""CS-INSUREDPARTY-000033"",""CS-EVIDENCEDOCUMENT-000033""]"
CS-POLICY-000014,Adjuster Assigned,2023-01-05T12:24:00Z,event_store,274,USR-122,"[""CS-POLICY-000014"",""CS-FRAUDCASE-000014"",""CS-SERVICEPROVIDER-000014""]"
CS-POLICY-000018,Exposure Classified,2023-01-05T12:26:00Z,event_store,276,USR-061,"[""CS-POLICY-000018"",""CS-ESTIMATE-000018"",""CS-COMPLAINT-000018""]"
CS-POLICY-000022,Coverage Denied,2023-01-05T12:28:00Z,event_store,277,USR-127,"[""CS-POLICY-000022"",""CS-INSPECTION-000022"",""CS-RECOVERY-000022""]"
CS-POLICY-000032,Incident Registered,2023-01-05T12:33:00Z,event_store,283,USR-038,"[""CS-POLICY-000032"",""CS-CLAIM-000032"",""CS-ESTIMATE-000032""]"
CS-POLICY-000013,Adjuster Reassigned,2023-01-05T15:24:00Z,event_store,286,USR-106,"[""CS-POLICY-000013"",""CS-REPAIRORDER-000013"",""CS-COMMUNICATION-000013""]"
CS-POLICY-000017,Exposure Reclassified,2023-01-05T15:26:00Z,event_store,287,USR-045,"[""CS-POLICY-000017"",""CS-RESERVE-000017"",""CS-CATASTROPHEEVENT-000017""]"
CS-POLICY-000025,Coverage Confirmed,2023-01-05T15:30:00Z,event_store,289,USR-050,"[""CS-POLICY-000025"",""CS-ADJUSTERASSIGNMENT-000025"",""CS-PAYMENT-000025""]"
CS-POLICY-000035,Claim Reported,2023-01-05T15:35:00Z,event_store,296,USR-088,"[""CS-POLICY-000035"",""CS-INSUREDPARTY-000035"",""CS-EVIDENCEDOCUMENT-000035""]"
CS-POLICY-000012,Inspection Scheduled,2023-01-05T18:24:00Z,event_store,297,USR-090,"[""CS-POLICY-000012"",""CS-PAYMENT-000012"",""CS-SETTLEMENT-000012""]"
CS-POLICY-000024,Coverage Denied,2023-01-05T18:30:00Z,event_store,301,USR-034,"[""CS-POLICY-000024"",""CS-INSPECTION-000024"",""CS-RECOVERY-000024""]"
CS-POLICY-000026,Coverage Confirmed,2023-01-05T18:31:00Z,event_store,302,USR-067,"[""CS-POLICY-000026"",""CS-ADJUSTERASSIGNMENT-000026"",""CS-PAYMENT-000026""]"
CS-POLICY-000030,Policy Located,2023-01-05T18:33:00Z,event_store,304,USR-006,"[""CS-POLICY-000030"",""CS-EXPOSURE-000030"",""CS-FRAUDCASE-000030""]"
CS-POLICY-000034,Incident Registered,2023-01-05T18:35:00Z,event_store,307,USR-072,"[""CS-POLICY-000034"",""CS-CLAIM-000034"",""CS-ESTIMATE-000034""]"
CS-POLICY-000029,Coverage Check Started,2023-01-05T21:33:00Z,event_store,314,USR-117,"[""CS-POLICY-000029"",""CS-DAMAGEITEM-000029"",""CS-REPAIRORDER-000029""]"
CS-POLICY-000031,Policy Located,2023-01-05T21:34:00Z,event_store,316,USR-023,"[""CS-POLICY-000031"",""CS-EXPOSURE-000031"",""CS-FRAUDCASE-000031""]"
CS-POLICY-000033,Claim Acknowledged,2023-01-05T21:35:00Z,event_store,317,USR-056,"[""CS-POLICY-000033"",""CS-INCIDENT-000033"",""CS-RESERVE-000033""]"
CS-POLICY-000037,Claim Reported,2023-01-05T21:37:00Z,event_store,319,USR-122,"[""CS-POLICY-000037"",""CS-INSUREDPARTY-000037"",""CS-EVIDENCEDOCUMENT-000037""]"
CS-POLICY-000028,Coverage Confirmed,2023-01-06T00:33:00Z,event_store,324,USR-101,"[""CS-POLICY-000028"",""CS-ADJUSTERASSIGNMENT-000028"",""CS-PAYMENT-000028""]"
CS-POLICY-000036,Incident Registered,2023-01-06T00:37:00Z,event_store,329,USR-106,"[""CS-POLICY-000036"",""CS-CLAIM-000036"",""CS-ESTIMATE-000036""]"
CS-POLICY-000001,Evidence Validated,2023-01-06T03:20:00Z,event_store,332,USR-037,"[""CS-POLICY-000001"",""CS-SETTLEMENT-000001"",""CS-INSPECTION-000001""]"
CS-POLICY-000009,Damage Item Added,2023-01-06T03:24:00Z,event_store,333,USR-042,"[""CS-POLICY-000009"",""CS-COMPLAINT-000009"",""CS-INCIDENT-000009""]"
CS-POLICY-000021,Exposure Reclassified,2023-01-06T03:30:00Z,event_store,336,USR-113,"[""CS-POLICY-000021"",""CS-RESERVE-000021"",""CS-CATASTROPHEEVENT-000021""]"
CS-POLICY-000039,Claim Reported,2023-01-06T03:39:00Z,event_store,344,USR-029,"[""CS-POLICY-000039"",""CS-INSUREDPARTY-000039"",""CS-EVIDENCEDOCUMENT-000039""]"
CS-POLICY-000030,Coverage Confirmed,2023-01-06T06:35:00Z,event_store,349,USR-008,"[""CS-POLICY-000030"",""CS-ADJUSTERASSIGNMENT-000030"",""CS-PAYMENT-000030""]"
CS-POLICY-000032,Coverage Check Started,2023-01-06T06:36:00Z,event_store,351,USR-041,"[""CS-POLICY-000032"",""CS-DAMAGEITEM-000032"",""CS-REPAIRORDER-000032""]"
CS-POLICY-000035,Policy Located,2023-01-06T09:38:00Z,event_store,364,USR-091,"[""CS-POLICY-000035"",""CS-EXPOSURE-000035"",""CS-FRAUDCASE-000035""]"
CS-POLICY-000037,Claim Acknowledged,2023-01-06T09:39:00Z,event_store,366,USR-124,"[""CS-POLICY-000037"",""CS-INCIDENT-000037"",""CS-RESERVE-000037""]"
CS-POLICY-000026,Exposure Classified,2023-01-06T12:34:00Z,event_store,371,USR-070,"[""CS-POLICY-000026"",""CS-ESTIMATE-000026"",""CS-COMPLAINT-000026""]"
CS-POLICY-000034,Coverage Check Started,2023-01-06T12:38:00Z,event_store,374,USR-075,"[""CS-POLICY-000034"",""CS-DAMAGEITEM-000034"",""CS-REPAIRORDER-000034""]"
CS-POLICY-000036,Policy Located,2023-01-06T12:39:00Z,event_store,376,USR-108,"[""CS-POLICY-000036"",""CS-EXPOSURE-000036"",""CS-FRAUDCASE-000036""]"
CS-POLICY-000038,Claim Acknowledged,2023-01-06T12:40:00Z,event_store,377,USR-014,"[""CS-POLICY-000038"",""CS-INCIDENT-000038"",""CS-RESERVE-000038""]"
CS-POLICY-000040,Incident Registered,2023-01-06T12:41:00Z,event_store,378,USR-047,"[""CS-POLICY-000040"",""CS-CLAIM-000040"",""CS-ESTIMATE-000040""]"
CS-POLICY-000025,Exposure Reclassified,2023-01-06T15:34:00Z,event_store,384,USR-054,"[""CS-POLICY-000025"",""CS-RESERVE-000025"",""CS-CATASTROPHEEVENT-000025""]"
CS-POLICY-000029,Exposure Opened,2023-01-06T15:36:00Z,event_store,386,USR-120,"[""CS-POLICY-000029"",""CS-EVIDENCEDOCUMENT-000029"",""CS-LITIGATIONCASE-000029""]"
CS-POLICY-000033,Coverage Confirmed,2023-01-06T15:38:00Z,event_store,387,USR-059,"[""CS-POLICY-000033"",""CS-ADJUSTERASSIGNMENT-000033"",""CS-PAYMENT-000033""]"
CS-POLICY-000039,Claim Acknowledged,2023-01-06T15:41:00Z,event_store,391,USR-031,"[""CS-POLICY-000039"",""CS-INCIDENT-000039"",""CS-RESERVE-000039""]"
CS-POLICY-000041,Incident Registered,2023-01-06T15:42:00Z,event_store,392,USR-064,"[""CS-POLICY-000041"",""CS-CLAIM-000041"",""CS-ESTIMATE-000041""]"
CS-POLICY-000024,Adjuster Assigned,2023-01-06T18:34:00Z,event_store,396,USR-038,"[""CS-POLICY-000024"",""CS-FRAUDCASE-000024"",""CS-SERVICEPROVIDER-000024""]"
CS-POLICY-000028,Exposure Classified,2023-01-06T18:36:00Z,event_store,397,USR-104,"[""CS-POLICY-000028"",""CS-ESTIMATE-000028"",""CS-COMPLAINT-000028""]"
CS-POLICY-000032,Coverage Denied,2023-01-06T18:38:00Z,event_store,398,USR-043,"[""CS-POLICY-000032"",""CS-INSPECTION-000032"",""CS-RECOVERY-000032""]"
CS-POLICY-000042,Incident Registered,2023-01-06T18:43:00Z,event_store,404,USR-081,"[""CS-POLICY-000042"",""CS-CLAIM-000042"",""CS-ESTIMATE-000042""]"
CS-POLICY-000044,Claim Reported,2023-01-06T18:44:00Z,event_store,406,USR-114,"[""CS-POLICY-000044"",""CS-INSUREDPARTY-000044"",""CS-EVIDENCEDOCUMENT-000044""]"
CS-POLICY-000023,Adjuster Reassigned,2023-01-06T21:34:00Z,event_store,407,USR-022,"[""CS-POLICY-000023"",""CS-REPAIRORDER-000023"",""CS-COMMUNICATION-000023""]"
CS-POLICY-000027,Exposure Reclassified,2023-01-06T21:36:00Z,event_store,408,USR-088,"[""CS-POLICY-000027"",""CS-RESERVE-000027"",""CS-CATASTROPHEEVENT-000027""]"
CS-POLICY-000035,Coverage Confirmed,2023-01-06T21:40:00Z,event_store,411,USR-093,"[""CS-POLICY-000035"",""CS-ADJUSTERASSIGNMENT-000035"",""CS-PAYMENT-000035""]"
CS-POLICY-000043,Incident Registered,2023-01-06T21:44:00Z,event_store,416,USR-098,"[""CS-POLICY-000043"",""CS-CLAIM-000043"",""CS-ESTIMATE-000043""]"
CS-POLICY-000045,Claim Reported,2023-01-06T21:45:00Z,event_store,417,USR-004,"[""CS-POLICY-000045"",""CS-INSUREDPARTY-000045"",""CS-EVIDENCEDOCUMENT-000045""]"
CS-POLICY-000030,Exposure Classified,2023-01-07T00:38:00Z,event_store,419,USR-011,"[""CS-POLICY-000030"",""CS-ESTIMATE-000030"",""CS-COMPLAINT-000030""]"
CS-POLICY-000034,Coverage Denied,2023-01-07T00:40:00Z,event_store,421,USR-077,"[""CS-POLICY-000034"",""CS-INSPECTION-000034"",""CS-RECOVERY-000034""]"
CS-POLICY-000038,Coverage Check Started,2023-01-07T00:42:00Z,event_store,423,USR-016,"[""CS-POLICY-000038"",""CS-DAMAGEITEM-000038"",""CS-REPAIRORDER-000038""]"
