case_id,activity,timestamp,source_table,source_record_id,actor,object_refs,primary_case_id
BV-SERVICEORDER-000012,Service Completed,2023-02-07T16:05:00Z,sat_incident_status,sat_incident_status:BV-BATTERYPACK-000012:0002,BV-SERVICE-016,"[""BV-BATTERYPACK-000012"",""BV-SERVICEORDER-000012"",""BV-DIAGNOSTICTEST-000012""]",BV-BATTERYPACK-000012
BV-SERVICEORDER-000014,Warranty Claim Opened,2023-02-01T15:51:00Z,sat_campaign_status,sat_campaign_status:BV-BATTERYPACK-000014:0002,BV-WARRANTY-005,"[""BV-BATTERYPACK-000014"",""BV-WARRANTYCLAIM-000014"",""BV-SERVICEORDER-000014""]",BV-BATTERYPACK-000014
BV-SERVICEORDER-000014,Warranty Claim Denied,2023-02-02T07:29:00Z,sat_recall_status,sat_recall_status:BV-BATTERYPACK-000014:0002,BV-WARRANTY-011,"[""BV-BATTERYPACK-000014"",""BV-WARRANTYCLAIM-000014"",""BV-SERVICEORDER-000014""]",BV-BATTERYPACK-000014
BV-SERVICEORDER-000016,State of Health Assessed,2023-02-01T07:33:00Z,sat_recall_status,sat_recall_status:BV-BATTERYPACK-000016:0002,BV-SERVICE-011,"[""BV-BATTERYPACK-000016"",""BV-DIAGNOSTICTEST-000016"",""BV-SERVICEORDER-000016""]",BV-BATTERYPACK-000016
BV-SERVICEORDER-000016,Service Order Opened,2023-02-01T17:53:00Z,sat_shipment_status,sat_shipment_status:BV-BATTERYPACK-000016:0001,BV-SERVICE-014,"[""BV-BATTERYPACK-000016"",""BV-SERVICEORDER-000016"",""BV-DIAGNOSTICTEST-000016""]",BV-BATTERYPACK-000016
BV-SERVICEORDER-000016,Service Started,2023-02-02T07:35:00Z,sat_second_life_status,sat_second_life_status:BV-BATTERYPACK-000016:0002,BV-SERVICE-017,"[""BV-BATTERYPACK-000016"",""BV-SERVICEORDER-000016"",""BV-DIAGNOSTICTEST-000016""]",BV-BATTERYPACK-000016
BV-SERVICEORDER-000016,Service Completed,2023-02-07T07:38:00Z,sat_incident_status,sat_incident_status:BV-BATTERYPACK-000016:0002,BV-SERVICE-008,"[""BV-BATTERYPACK-000016"",""BV-SERVICEORDER-000016"",""BV-DIAGNOSTICTEST-000016""]",BV-BATTERYPACK-000016
BV-SERVICEORDER-000020,State of Health Assessed,2023-01-31T07:39:00Z,sat_recall_status,sat_recall_status:BV-BATTERYPACK-000020:0002,BV-SERVICE-003,"[""BV-BATTERYPACK-000020"",""BV-DIAGNOSTICTEST-000020"",""BV-SERVICEORDER-000020""]",BV-BATTERYPACK-000020
BV-SERVICEORDER-000020,Service Order Opened,2023-02-01T07:40:00Z,sat_shipment_status,sat_shipment_status:BV-BATTERYPACK-000020:0001,BV-SERVICE-006,"[""BV-BATTERYPACK-000020"",""BV-SERVICEORDER-000020"",""BV-DIAGNOSTICTEST-000020""]",BV-BATTERYPACK-000020
BV-SERVICEORDER-000020,Service Started,2023-02-02T07:41:00Z,sat_second_life_status,sat_second_life_status:BV-BATTERYPACK-000020:0002,BV-SERVICE-009,"[""BV-BATTERYPACK-000020"",""BV-SERVICEORDER-000020"",""BV-DIAGNOSTICTEST-000020""]",BV-BATTERYPACK-000020
BV-SERVICEORDER-000020,Service Completed,2023-02-03T07:42:00Z,sat_incident_status,sat_incident_status:BV-BATTERYPACK-000020:0002,BV-SERVICE-018,"[""BV-BATTERYPACK-000020"",""BV-SERVICEORDER-000020"",""BV-DIAGNOSTICTEST-000020""]",BV-BATTERYPACK-000020
BV-SERVICEORDER-000021,Warranty Claim Opened,2023-01-26T18:50:00Z,sat_campaign_status,sat_campaign_status:BV-BATTERYPACK-000021:0002,BV-WARRANTY-003,"[""BV-BATTERYPACK-000021"",""BV-WARRANTYCLAIM-000021"",""BV-SERVICEORDER-000021""]",BV-BATTERYPACK-000021
BV-SERVICEORDER-000021,Warranty Claim Approved,2023-01-27T16:48:00Z,sat_claim_status,sat_claim_status:BV-BATTERYPACK-000021:0002,BV-WARRANTY-006,"[""BV-BATTERYPACK-000021"",""BV-WARRANTYCLAIM-000021"",""BV-SERVICEORDER-000021""]",BV-BATTERYPACK-000021
BV-SERVICEORDER-000024,State of Health Assessed,2023-01-24T07:41:00Z,sat_recall_status,sat_recall_status:BV-BATTERYPACK-000024:0002,BV-SERVICE-013,"[""BV-BATTERYPACK-000024"",""BV-DIAGNOSTICTEST-000024"",""BV-SERVICEORDER-000024""]",BV-BATTERYPACK-000024
BV-SERVICEORDER-000024,Service Order Opened,2023-01-25T07:42:00Z,sat_shipment_status,sat_shipment_status:BV-BATTERYPACK-000024:0001,BV-SERVICE-016,"[""BV-BATTERYPACK-000024"",""BV-SERVICEORDER-000024"",""BV-DIAGNOSTICTEST-000024""]",BV-BATTERYPACK-000024
BV-SERVICEORDER-000024,Service Started,2023-01-26T08:20:00Z,sat_second_life_status,sat_second_life_status:BV-BATTERYPACK-000024:0002,BV-SERVICE-001,"[""BV-BATTERYPACK-000024"",""BV-SERVICEORDER-000024"",""BV-DIAGNOSTICTEST-000024""]",BV-BATTERYPACK-000024
BV-SERVICEORDER-000024,Service Completed,2023-01-31T12:44:00Z,sat_incident_status,sat_incident_status:BV-BATTERYPACK-000024:0002,BV-SERVICE-010,"[""BV-BATTERYPACK-000024"",""BV-SERVICEORDER-000024"",""BV-DIAGNOSTICTEST-000024""]",BV-BATTERYPACK-000024
BV-SERVICEORDER-000028,State of Health Assessed,2023-02-01T16:05:00Z,sat_recall_status,sat_recall_status:BV-BATTERYPACK-000028:0002,BV-SERVICE-005,"[""BV-BATTERYPACK-000028"",""BV-DIAGNOSTICTEST-000028"",""BV-SERVICEORDER-000028""]",BV-BATTERYPACK-000028
BV-SERVICEORDER-000028,Service Order Opened,2023-02-03T08:01:00Z,sat_shipment_status,sat_shipment_status:BV-BATTERYPACK-000028:0001,BV-SERVICE-008,"[""BV-BATTERYPACK-000028"",""BV-SERVICEORDER-000028"",""BV-DIAGNOSTICTEST-000028""]",BV-BATTERYPACK-000028
BV-SERVICEORDER-000028,Service Started,2023-02-06T08:02:00Z,sat_second_life_status,sat_second_life_status:BV-BATTERYPACK-000028:0002,BV-SERVICE-011,"[""BV-BATTERYPACK-000028"",""BV-SERVICEORDER-000028"",""BV-DIAGNOSTICTEST-000028""]",BV-BATTERYPACK-000028
BV-SERVICEORDER-000028,Service Completed,2023-02-07T17:28:00Z,sat_incident_status,sat_incident_status:BV-BATTERYPACK-000028:0002,BV-SERVICE-002,"[""BV-BATTERYPACK-000028"",""BV-SERVICEORDER-000028"",""BV-DIAGNOSTICTEST-000028""]",BV-BATTERYPACK-000028
BV-SERVICEORDER-000028,Warranty Claim Opened,2023-02-09T07:04:00Z,sat_campaign_status,sat_campaign_status:BV-BATTERYPACK-000028:0003,BV-WARRANTY-001,"[""BV-BATTERYPACK-000028"",""BV-WARRANTYCLAIM-000028"",""BV-SERVICEORDER-000028""]",BV-BATTERYPACK-000028
BV-SERVICEORDER-000028,Warranty Claim Denied,2023-02-13T08:05:00Z,sat_recall_status,sat_recall_status:BV-BATTERYPACK-000028:0003,BV-WARRANTY-007,"[""BV-BATTERYPACK-000028"",""BV-WARRANTYCLAIM-000028"",""BV-SERVICEORDER-000028""]",BV-BATTERYPACK-000028
BV-SERVICEORDER-000030,Recall Service Completed,2023-02-03T15:17:00Z,sat_incident_status,sat_incident_status:BV-BATTERYPACK-000030:0002,BV-SERVICE-001,"[""BV-BATTERYPACK-000030"",""BV-SERVICEORDER-000030"",""BV-DIAGNOSTICTEST-000030""]",BV-BATTERYPACK-000030
BV-SERVICEORDER-000032,State of Health Assessed,2023-02-07T18:53:00Z,sat_recall_status,sat_recall_status:BV-BATTERYPACK-000032:0002,BV-SERVICE-015,"[""BV-BATTERYPACK-000032"",""BV-DIAGNOSTICTEST-000032"",""BV-SERVICEORDER-000032""]",BV-BATTERYPACK-000032
BV-SERVICEORDER-000032,Service Order Opened,2023-02-09T07:05:00Z,sat_shipment_status,sat_shipment_status:BV-BATTERYPACK-000032:0001,BV-SERVICE-018,"[""BV-BATTERYPACK-000032"",""BV-SERVICEORDER-000032"",""BV-DIAGNOSTICTEST-000032""]",BV-BATTERYPACK-000032
BV-SERVICEORDER-000032,Service Started,2023-02-13T08:06:00Z,sat_second_life_status,sat_second_life_status:BV-BATTERYPACK-000032:0002,BV-SERVICE-003,"[""BV-BATTERYPACK-000032"",""BV-SERVICEORDER-000032"",""BV-DIAGNOSTICTEST-000032""]",BV-BATTERYPACK-000032
BV-SERVICEORDER-000032,Service Completed,2023-02-20T08:09:00Z,sat_incident_status,sat_incident_status:BV-BATTERYPACK-000032:0002,BV-SERVICE-012,"[""BV-BATTERYPACK-000032"",""BV-SERVICEORDER-000032"",""BV-DIAGNOSTICTEST-000032""]",BV-BATTERYPACK-000032
BV-SERVICEORDER-000035,Warranty Claim Opened,2023-02-01T07:02:00Z,sat_campaign_status,sat_campaign_status:BV-BATTERYPACK-000035:0002,BV-WARRANTY-016,"[""BV-BATTERYPACK-000035"",""BV-WARRANTYCLAIM-000035"",""BV-SERVICEORDER-000035""]",BV-BATTERYPACK-000035
BV-SERVICEORDER-000035,Warranty Claim Approved,2023-02-03T07:03:00Z,sat_claim_status,sat_claim_status:BV-BATTERYPACK-000035:0002,BV-WARRANTY-002,"[""BV-BATTERYPACK-000035"",""BV-WARRANTYCLAIM-000035"",""BV-SERVICEORDER-000035""]",BV-BATTERYPACK-000035
BV-SERVICEORDER-000036,State of Health Assessed,2023-02-10T07:08:00Z,sat_recall_status,sat_recall_status:BV-BATTERYPACK-000036:0002,BV-SERVICE-007,"[""BV-BATTERYPACK-000036"",""BV-DIAGNOSTICTEST-000036"",""BV-SERVICEORDER-000036""]",BV-BATTERYPACK-000036
BV-SERVICEORDER-000036,Service Order Opened,2023-02-10T07:48:00Z,sat_shipment_status,sat_shipment_status:BV-BATTERYPACK-000036:0001,BV-SERVICE-010,"[""BV-BATTERYPACK-000036"",""BV-SERVICEORDER-000036"",""BV-DIAGNOSTICTEST-000036""]",BV-BATTERYPACK-000036
BV-SERVICEORDER-000036,Service Started,2023-02-10T09:50:00Z,sat_second_life_status,sat_second_life_status:BV-BATTERYPACK-000036:0002,BV-SERVICE-013,"[""BV-BATTERYPACK-000036"",""BV-SERVICEORDER-000036"",""BV-DIAGNOSTICTEST-000036""]",BV-BATTERYPACK-000036
BV-SERVICEORDER-000036,Service Completed,2023-02-10T14:12:00Z,sat_incident_status,sat_incident_status:BV-BATTERYPACK-000036:0002,BV-SERVICE-004,"[""BV-BATTERYPACK-000036"",""BV-SERVICEORDER-000036"",""BV-DIAGNOSTICTEST-000036""]",BV-BATTERYPACK-000036
BV-SERVICEORDER-000040,State of Health Assessed,2023-02-10T08:14:00Z,sat_recall_status,sat_recall_status:BV-BATTERYPACK-000040:0002,BV-SERVICE-017,"[""BV-BATTERYPACK-000040"",""BV-DIAGNOSTICTEST-000040"",""BV-SERVICEORDER-000040""]",BV-BATTERYPACK-000040
BV-SERVICEORDER-000040,Service Order Opened,2023-02-10T17:08:00Z,sat_shipment_status,sat_shipment_status:BV-BATTERYPACK-000040:0001,BV-SERVICE-002,"[""BV-BATTERYPACK-000040"",""BV-SERVICEORDER-000040"",""BV-DIAGNOSTICTEST-000040""]",BV-BATTERYPACK-000040
BV-SERVICEORDER-000040,Service Started,2023-02-13T08:16:00Z,sat_second_life_status,sat_second_life_status:BV-BATTERYPACK-000040:0002,BV-SERVICE-005,"[""BV-BATTERYPACK-000040"",""BV-SERVICEORDER-000040"",""BV-DIAGNOSTICTEST-000040""]",BV-BATTERYPACK-000040
BV-SERVICEORDER-000040,Service Completed,2023-02-16T08:19:00Z,sat_incident_status,sat_incident_status:BV-BATTERYPACK-000040:0002,BV-SERVICE-014,"[""BV-BATTERYPACK-000040"",""BV-SERVICEORDER-000040"",""BV-DIAGNOSTICTEST-000040""]",BV-BATTERYPACK-000040
BV-SERVICEORDER-000042,Warranty Claim Opened,2023-02-02T17:47:00Z,sat_campaign_status,sat_campaign_status:BV-BATTERYPACK-000042:0002,BV-WARRANTY-014,"[""BV-BATTERYPACK-000042"",""BV-WARRANTYCLAIM-000042"",""BV-SERVICEORDER-000042""]",BV-BATTERYPACK-000042
BV-SERVICEORDER-000042,Warranty Claim Denied,2023-02-03T09:57:00Z,sat_recall_status,sat_recall_status:BV-BATTERYPACK-000042:0002,BV-WARRANTY-003,"[""BV-BATTERYPACK-000042"",""BV-WARRANTYCLAIM-000042"",""BV-SERVICEORDER-000042""]",BV-BATTERYPACK-000042
BV-SERVICEORDER-000044,State of Health Assessed,2023-02-08T08:18:00Z,sat_recall_status,sat_recall_status:BV-BATTERYPACK-000044:0002,BV-SERVICE-009,"[""BV-BATTERYPACK-000044"",""BV-DIAGNOSTICTEST-000044"",""BV-SERVICEORDER-000044""]",BV-BATTERYPACK-000044
BV-SERVICEORDER-000044,Service Order Opened,2023-02-09T08:19:00Z,sat_shipment_status,sat_shipment_status:BV-BATTERYPACK-000044:0002,BV-SERVICE-012,"[""BV-BATTERYPACK-000044"",""BV-SERVICEORDER-000044"",""BV-DIAGNOSTICTEST-000044""]",BV-BATTERYPACK-000044
BV-SERVICEORDER-000044,Service Started,2023-02-10T07:20:00Z,sat_second_life_status,sat_second_life_status:BV-BATTERYPACK-000044:0002,BV-SERVICE-015,"[""BV-BATTERYPACK-000044"",""BV-SERVICEORDER-000044"",""BV-DIAGNOSTICTEST-000044""]",BV-BATTERYPACK-000044
BV-SERVICEORDER-000044,Service Completed,2023-02-13T08:21:00Z,sat_incident_status,sat_incident_status:BV-BATTERYPACK-000044:0002,BV-SERVICE-006,"[""BV-BATTERYPACK-000044"",""BV-SERVICEORDER-000044"",""BV-DIAGNOSTICTEST-000044""]",BV-BATTERYPACK-000044
BV-SERVICEORDER-000048,State of Health Assessed,2023-02-08T07:20:00Z,sat_recall_status,sat_recall_status:BV-BATTERYPACK-000048:0002,BV-SERVICE-001,"[""BV-BATTERYPACK-000048"",""BV-DIAGNOSTICTEST-000048"",""BV-SERVICEORDER-000048""]",BV-BATTERYPACK-000048
BV-SERVICEORDER-000048,Service Order Opened,2023-02-09T07:21:00Z,sat_shipment_status,sat_shipment_status:BV-BATTERYPACK-000048:0001,BV-SERVICE-004,"[""BV-BATTERYPACK-000048"",""BV-SERVICEORDER-000048"",""BV-DIAGNOSTICTEST-000048""]",BV-BATTERYPACK-000048
BV-SERVICEORDER-000048,Service Started,2023-02-10T07:22:00Z,sat_second_life_status,sat_second_life_status:BV-BATTERYPACK-000048:0002,BV-SERVICE-007,"[""BV-BATTERYPACK-000048"",""BV-SERVICEORDER-000048"",""BV-DIAGNOSTICTEST-000048""]",BV-BATTERYPACK-000048
BV-SERVICEORDER-000048,Service Completed,2023-02-15T10:05:00Z,sat_incident_status,sat_incident_status:BV-BATTERYPACK-000048:0002,BV-SERVICE-016,"[""BV-BATTERYPACK-000048"",""BV-SERVICEORDER-000048"",""BV-DIAGNOSTICTEST-000048""]",BV-BATTERYPACK-000048
BV-SERVICEORDER-000049,Warranty Claim Opened,2023-02-02T07:16:00Z,sat_campaign_status,sat_campaign_status:BV-BATTERYPACK-000049:0002,BV-WARRANTY-012,"[""BV-BATTERYPACK-000049"",""BV-WARRANTYCLAIM-000049"",""BV-SERVICEORDER-000049""]",BV-BATTERYPACK-000049
BV-SERVICEORDER-000049,Warranty Claim Approved,2023-02-03T07:17:00Z,sat_claim_status,sat_claim_status:BV-BATTERYPACK-000049:0002,BV-WARRANTY-015,"[""BV-BATTERYPACK-000049"",""BV-WARRANTYCLAIM-000049"",""BV-SERVICEORDER-000049""]",BV-BATTERYPACK-000049
BV-SERVICEORDER-000052,State of Health Assessed,2023-02-08T09:20:00Z,sat_recall_status,sat_recall_status:BV-BATTERYPACK-000052:0002,BV-SERVICE-011,"[""BV-BATTERYPACK-000052"",""BV-DIAGNOSTICTEST-000052"",""BV-SERVICEORDER-000052""]",BV-BATTERYPACK-000052
BV-SERVICEORDER-000052,Service Order Opened,2023-02-09T11:52:00Z,sat_shipment_status,sat_shipment_status:BV-BATTERYPACK-000052:0001,BV-SERVICE-014,"[""BV-BATTERYPACK-000052"",""BV-SERVICEORDER-000052"",""BV-DIAGNOSTICTEST-000052""]",BV-BATTERYPACK-000052
BV-SERVICEORDER-000052,Service Started,2023-02-10T15:46:00Z,sat_second_life_status,sat_second_life_status:BV-BATTERYPACK-000052:0002,BV-SERVICE-017,"[""BV-BATTERYPACK-000052"",""BV-SERVICEORDER-000052"",""BV-DIAGNOSTICTEST-000052""]",BV-BATTERYPACK-000052
BV-SERVICEORDER-000052,Service Completed,2023-02-13T08:27:00Z,sat_incident_status,sat_incident_status:BV-BATTERYPACK-000052:0002,BV-SERVICE-008,"[""BV-BATTERYPACK-000052"",""BV-SERVICEORDER-000052"",""BV-DIAGNOSTICTEST-000052""]",BV-BATTERYPACK-000052
BV-SERVICEORDER-000056,State of Health Assessed,2023-02-09T08:28:00Z,sat_recall_status,sat_recall_status:BV-BATTERYPACK-000056:0002,BV-SERVICE-003,"[""BV-BATTERYPACK-000056"",""BV-DIAGNOSTICTEST-000056"",""BV-SERVICEORDER-000056""]",BV-BATTERYPACK-000056
BV-SERVICEORDER-000056,Service Order Opened,2023-02-10T17:28:00Z,sat_shipment_status,sat_shipment_status:BV-BATTERYPACK-000056:0001,BV-SERVICE-006,"[""BV-BATTERYPACK-000056"",""BV-SERVICEORDER-000056"",""BV-DIAGNOSTICTEST-000056""]",BV-BATTERYPACK-000056
BV-SERVICEORDER-000056,Service Started,2023-02-13T08:30:00Z,sat_second_life_status,sat_second_life_status:BV-BATTERYPACK-000056:0002,BV-SERVICE-009,"[""BV-BATTERYPACK-000056"",""BV-SERVICEORDER-000056"",""BV-DIAGNOSTICTEST-000056""]",BV-BATTERYPACK-000056
BV-SERVICEORDER-000056,Service Completed,2023-02-20T08:33:00Z,sat_incident_status,sat_incident_status:BV-BATTERYPACK-000056:0002,BV-SERVICE-018,"[""BV-BATTERYPACK-000056"",""BV-SERVICEORDER-000056"",""BV-DIAGNOSTICTEST-000056""]",BV-BATTERYPACK-000056
BV-SERVICEORDER-000056,Warranty Claim Opened,2023-02-22T07:34:00Z,sat_campaign_status,sat_campaign_status:BV-BATTERYPACK-000056:0003,BV-WARRANTY-010,"[""BV-BATTERYPACK-000056"",""BV-WARRANTYCLAIM-000056"",""BV-SERVICEORDER-000056""]",BV-BATTERYPACK-000056
BV-SERVICEORDER-000056,Warranty Claim Denied,2023-02-22T09:40:00Z,sat_recall_status,sat_recall_status:BV-BATTERYPACK-000056:0003,BV-WARRANTY-016,"[""BV-BATTERYPACK-000056"",""BV-WARRANTYCLAIM-000056"",""BV-SERVICEORDER-000056""]",BV-BATTERYPACK-000056
BV-SERVICEORDER-000060,State of Health Assessed,2023-02-17T07:34:00Z,sat_recall_status,sat_recall_status:BV-BATTERYPACK-000060:0002,BV-SERVICE-013,"[""BV-BATTERYPACK-000060"",""BV-DIAGNOSTICTEST-000060"",""BV-SERVICEORDER-000060""]",BV-BATTERYPACK-000060
BV-SERVICEORDER-000060,Service Order Opened,2023-02-20T08:35:00Z,sat_shipment_status,sat_shipment_status:BV-BATTERYPACK-000060:0001,BV-SERVICE-016,"[""BV-BATTERYPACK-000060"",""BV-SERVICEORDER-000060"",""BV-DIAGNOSTICTEST-000060""]",BV-BATTERYPACK-000060
BV-SERVICEORDER-000060,Service Started,2023-02-20T09:11:00Z,sat_second_life_status,sat_second_life_status:BV-BATTERYPACK-000060:0002,BV-SERVICE-001,"[""BV-BATTERYPACK-000060"",""BV-SERVICEORDER-000060"",""BV-DIAGNOSTICTEST-000060""]",BV-BATTERYPACK-000060
BV-SERVICEORDER-000060,Service Completed,2023-02-20T12:07:00Z,sat_incident_status,sat_incident_status:BV-BATTERYPACK-000060:0002,BV-SERVICE-010,"[""BV-BATTERYPACK-000060"",""BV-SERVICEORDER-000060"",""BV-DIAGNOSTICTEST-000060""]",BV-BATTERYPACK-000060
BV-SERVICEORDER-000060,Recall Service Completed,2023-02-27T08:00:00Z,sat_incident_status,sat_incident_status:BV-BATTERYPACK-000060:0003,BV-SERVICE-013,"[""BV-BATTERYPACK-000060"",""BV-SERVICEORDER-000060"",""BV-DIAGNOSTICTEST-000060""]",BV-BATTERYPACK-000060
BV-SERVICEORDER-000063,Warranty Claim Opened,2023-02-02T09:23:00Z,sat_campaign_status,sat_campaign_status:BV-BATTERYPACK-000063:0002,BV-WARRANTY-008,"[""BV-BATTERYPACK-000063"",""BV-WARRANTYCLAIM-000063"",""BV-SERVICEORDER-000063""]",BV-BATTERYPACK-000063
BV-SERVICEORDER-000063,Warranty Claim Approved,2023-02-02T15:15:00Z,sat_claim_status,sat_claim_status:BV-BATTERYPACK-000063:0002,BV-WARRANTY-011,"[""BV-BATTERYPACK-000063"",""BV-WARRANTYCLAIM-000063"",""BV-SERVICEORDER-000063""]",BV-BATTERYPACK-000063
BV-SERVICEORDER-000064,State of Health Assessed,2023-02-13T12:20:00Z,sat_recall_status,sat_recall_status:BV-BATTERYPACK-000064:0002,BV-SERVICE-005,"[""BV-BATTERYPACK-000064"",""BV-DIAGNOSTICTEST-000064"",""BV-SERVICEORDER-000064""]",BV-BATTERYPACK-000064
BV-SERVICEORDER-000064,Service Order Opened,2023-02-13T16:16:00Z,sat_shipment_status,sat_shipment_status:BV-BATTERYPACK-000064:0001,BV-SERVICE-008,"[""BV-BATTERYPACK-000064"",""BV-SERVICEORDER-000064"",""BV-DIAGNOSTICTEST-000064""]",BV-BATTERYPACK-000064
BV-SERVICEORDER-000064,Service Started,2023-02-14T08:38:00Z,sat_second_life_status,sat_second_life_status:BV-BATTERYPACK-000064:0002,BV-SERVICE-011,"[""BV-BATTERYPACK-000064"",""BV-SERVICEORDER-000064"",""BV-DIAGNOSTICTEST-000064""]",BV-BATTERYPACK-000064
BV-SERVICEORDER-000064,Service Completed,2023-02-15T18:04:00Z,sat_incident_status,sat_incident_status:BV-BATTERYPACK-000064:0002,BV-SERVICE-002,"[""BV-BATTERYPACK-000064"",""BV-SERVICEORDER-000064"",""BV-DIAGNOSTICTEST-000064""]",BV-BATTERYPACK-000064
BV-SERVICEORDER-000068,State of Health Assessed,2023-02-15T07:41:00Z,sat_recall_status,sat_recall_status:BV-BATTERYPACK-000068:0002,BV-SERVICE-015,"[""BV-BATTERYPACK-000068"",""BV-DIAGNOSTICTEST-000068"",""BV-SERVICEORDER-000068""]",BV-BATTERYPACK-000068
BV-SERVICEORDER-000068,Service Order Opened,2023-02-15T18:58:00Z,sat_shipment_status,sat_shipment_status:BV-BATTERYPACK-000068:0001,BV-SERVICE-018,"[""BV-BATTERYPACK-000068"",""BV-SERVICEORDER-000068"",""BV-DIAGNOSTICTEST-000068""]",BV-BATTERYPACK-000068
BV-SERVICEORDER-000068,Service Started,2023-02-16T07:37:00Z,sat_second_life_status,sat_second_life_status:BV-BATTERYPACK-000068:0002,BV-SERVICE-003,"[""BV-BATTERYPACK-000068"",""BV-SERVICEORDER-000068"",""BV-DIAGNOSTICTEST-000068""]",BV-BATTERYPACK-000068
BV-SERVICEORDER-000068,Service Completed,2023-02-17T08:44:00Z,sat_incident_status,sat_incident_status:BV-BATTERYPACK-000068:0002,BV-SERVICE-012,"[""BV-BATTERYPACK-000068"",""BV-SERVICEORDER-000068"",""BV-DIAGNOSTICTEST-000068""]",BV-BATTERYPACK-000068
