case_id,activity,timestamp,source_table,source_record_id,actor,object_refs
CELLBATCH-000008,Battery Pack Tested,2023-01-03T18:14:00Z,sat_claim_status,sat_claim_status:BV-CELLBATCH-000008:0001,USR-016,"[""BV-CELLBATCH-000008"",""BV-DIAGNOSTICTEST-000008"",""BV-RECYCLINGORDER-000008""]"
CELLBATCH-000014,Module Tested,2023-01-03T18:17:00Z,sat_diagnostic_result,sat_diagnostic_result:BV-CELLBATCH-000014:0001,USR-115,"[""BV-CELLBATCH-000014"",""BV-VEHICLE-000014"",""BV-SHIPMENT-000014""]"
CELLBATCH-000016,Module Assembled,2023-01-03T18:18:00Z,sat_passport_data,sat_passport_data:BV-CELLBATCH-000016:0001,USR-021,"[""BV-CELLBATCH-000016"",""BV-BATTERYPASSPORT-000016"",""BV-RECALLCAMPAIGN-000016""]"
CELLBATCH-000018,Cell Batch Released,2023-01-03T18:19:00Z,sat_pack_test,sat_pack_test:BV-CELLBATCH-000018:0001,USR-054,"[""BV-CELLBATCH-000018"",""BV-BATTERYPACK-000018"",""BV-WARRANTYCLAIM-000018""]"
CELLBATCH-000003,Battery Passport Issued,2023-01-03T21:12:00Z,sat_second_life_status,sat_second_life_status:BV-CELLBATCH-000003:0001,USR-061,"[""BV-CELLBATCH-000003"",""BV-RECALLCAMPAIGN-000003"",""BV-INCIDENT-000003""]"
CELLBATCH-000007,Battery Pack Passed Test,2023-01-03T21:14:00Z,sat_recall_status,sat_recall_status:BV-CELLBATCH-000007:0001,USR-127,"[""BV-CELLBATCH-000007"",""BV-FIRMWARECAMPAIGN-000007"",""BV-MATERIALBATCH-000007""]"
CELLBATCH-000013,Module Failed Test,2023-01-03T21:17:00Z,sat_service_status,sat_service_status:BV-CELLBATCH-000013:0001,USR-099,"[""BV-CELLBATCH-000013"",""BV-OWNER-000013"",""BV-WAREHOUSE-000013""]"
CELLBATCH-000015,Module Tested,2023-01-03T21:18:00Z,sat_diagnostic_result,sat_diagnostic_result:BV-CELLBATCH-000015:0001,USR-005,"[""BV-CELLBATCH-000015"",""BV-VEHICLE-000015"",""BV-SHIPMENT-000015""]"
CELLBATCH-000010,Battery Pack Tested,2023-01-04T00:16:00Z,sat_claim_status,sat_claim_status:BV-CELLBATCH-000010:0001,USR-050,"[""BV-CELLBATCH-000010"",""BV-DIAGNOSTICTEST-000010"",""BV-RECYCLINGORDER-000010""]"
CELLBATCH-000012,Battery Pack Assembled,2023-01-04T00:17:00Z,sat_campaign_status,sat_campaign_status:BV-CELLBATCH-000012:0001,USR-083,"[""BV-CELLBATCH-000012"",""BV-SERVICEORDER-000012"",""BV-SECONDLIFESYSTEM-000012""]"
CELLBATCH-000001,Battery Installed in Vehicle,2023-01-04T03:12:00Z,sat_certificate_status,sat_certificate_status:BV-CELLBATCH-000001:0001,USR-029,"[""BV-CELLBATCH-000001"",""BV-WAREHOUSE-000001"",""BV-BATTERYPACK-000001""]"
CELLBATCH-000009,Battery Pack Passed Test,2023-01-04T03:16:00Z,sat_recall_status,sat_recall_status:BV-CELLBATCH-000009:0001,USR-034,"[""BV-CELLBATCH-000009"",""BV-FIRMWARECAMPAIGN-000009"",""BV-MATERIALBATCH-000009""]"
CELLBATCH-000019,Module Assembled,2023-01-04T03:21:00Z,sat_passport_data,sat_passport_data:BV-CELLBATCH-000019:0001,USR-072,"[""BV-CELLBATCH-000019"",""BV-BATTERYPASSPORT-000019"",""BV-RECALLCAMPAIGN-000019""]"
CELLBATCH-000016,Module Failed Test,2023-01-04T06:20:00Z,sat_service_status,sat_service_status:BV-CELLBATCH-000016:0001,USR-023,"[""BV-CELLBATCH-000016"",""BV-OWNER-000016"",""BV-WAREHOUSE-000016""]"
CELLBATCH-000018,Module Tested,2023-01-04T06:21:00Z,sat_diagnostic_result,sat_diagnostic_result:BV-CELLBATCH-000018:0001,USR-056,"[""BV-CELLBATCH-000018"",""BV-VEHICLE-000018"",""BV-SHIPMENT-000018""]"
CELLBATCH-000020,Module Assembled,2023-01-04T06:22:00Z,sat_passport_data,sat_passport_data:BV-CELLBATCH-000020:0001,USR-089,"[""BV-CELLBATCH-000020"",""BV-BATTERYPASSPORT-000020"",""BV-RECALLCAMPAIGN-000020""]"
CELLBATCH-000024,Cell Batch Produced,2023-01-04T06:24:00Z,sat_pack_status,sat_pack_status:BV-CELLBATCH-000024:0001,USR-028,"[""BV-CELLBATCH-000024"",""BV-MODULE-000024"",""BV-FIRMWARECAMPAIGN-000024""]"
CELLBATCH-000011,Battery Pack Passed Test,2023-01-04T09:18:00Z,sat_recall_status,sat_recall_status:BV-CELLBATCH-000011:0001,USR-068,"[""BV-CELLBATCH-000011"",""BV-FIRMWARECAMPAIGN-000011"",""BV-MATERIALBATCH-000011""]"
CELLBATCH-000015,Battery Pack Assembled,2023-01-04T09:20:00Z,sat_campaign_status,sat_campaign_status:BV-CELLBATCH-000015:0001,USR-007,"[""BV-CELLBATCH-000015"",""BV-SERVICEORDER-000015"",""BV-SECONDLIFESYSTEM-000015""]"
CELLBATCH-000017,Module Failed Test,2023-01-04T09:21:00Z,sat_service_status,sat_service_status:BV-CELLBATCH-000017:0001,USR-040,"[""BV-CELLBATCH-000017"",""BV-OWNER-000017"",""BV-WAREHOUSE-000017""]"
CELLBATCH-000021,Module Assembled,2023-01-04T09:23:00Z,sat_passport_data,sat_passport_data:BV-CELLBATCH-000021:0001,USR-106,"[""BV-CELLBATCH-000021"",""BV-BATTERYPASSPORT-000021"",""BV-RECALLCAMPAIGN-000021""]"
CELLBATCH-000023,Cell Batch Released,2023-01-04T09:24:00Z,sat_pack_test,sat_pack_test:BV-CELLBATCH-000023:0001,USR-012,"[""BV-CELLBATCH-000023"",""BV-BATTERYPACK-000023"",""BV-WARRANTYCLAIM-000023""]"
CELLBATCH-000006,Battery Passport Corrected,2023-01-04T12:16:00Z,sat_recycling_status,sat_recycling_status:BV-CELLBATCH-000006:0001,USR-113,"[""BV-CELLBATCH-000006"",""BV-SHIPMENT-000006"",""BV-MODULE-000006""]"
CELLBATCH-000014,Battery Pack Tested,2023-01-04T12:20:00Z,sat_claim_status,sat_claim_status:BV-CELLBATCH-000014:0001,USR-118,"[""BV-CELLBATCH-000014"",""BV-DIAGNOSTICTEST-000014"",""BV-RECYCLINGORDER-000014""]"
CELLBATCH-000022,Module Assembled,2023-01-04T12:24:00Z,sat_passport_data,sat_passport_data:BV-CELLBATCH-000022:0001,USR-123,"[""BV-CELLBATCH-000022"",""BV-BATTERYPASSPORT-000022"",""BV-RECALLCAMPAIGN-000022""]"
CELLBATCH-000005,Battery Installed in Vehicle,2023-01-04T15:16:00Z,sat_certificate_status,sat_certificate_status:BV-CELLBATCH-000005:0001,USR-097,"[""BV-CELLBATCH-000005"",""BV-WAREHOUSE-000005"",""BV-BATTERYPACK-000005""]"
CELLBATCH-000013,Battery Pack Passed Test,2023-01-04T15:20:00Z,sat_recall_status,sat_recall_status:BV-CELLBATCH-000013:0001,USR-102,"[""BV-CELLBATCH-000013"",""BV-FIRMWARECAMPAIGN-000013"",""BV-MATERIALBATCH-000013""]"
CELLBATCH-000025,Cell Batch Released,2023-01-04T15:26:00Z,sat_pack_test,sat_pack_test:BV-CELLBATCH-000025:0001,USR-046,"[""BV-CELLBATCH-000025"",""BV-BATTERYPACK-000025"",""BV-WARRANTYCLAIM-000025""]"
CELLBATCH-000012,Battery Pack Failed Test,2023-01-04T18:20:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000012:0001,USR-086,"[""BV-CELLBATCH-000012"",""BV-WARRANTYCLAIM-000012"",""BV-CERTIFICATE-000012""]"
CELLBATCH-000020,Module Failed Test,2023-01-04T18:24:00Z,sat_service_status,sat_service_status:BV-CELLBATCH-000020:0001,USR-091,"[""BV-CELLBATCH-000020"",""BV-OWNER-000020"",""BV-WAREHOUSE-000020""]"
CELLBATCH-000024,Module Assembled,2023-01-04T18:26:00Z,sat_passport_data,sat_passport_data:BV-CELLBATCH-000024:0001,USR-030,"[""BV-CELLBATCH-000024"",""BV-BATTERYPASSPORT-000024"",""BV-RECALLCAMPAIGN-000024""]"
CELLBATCH-000026,Cell Batch Released,2023-01-04T18:27:00Z,sat_pack_test,sat_pack_test:BV-CELLBATCH-000026:0001,USR-063,"[""BV-CELLBATCH-000026"",""BV-BATTERYPACK-000026"",""BV-WARRANTYCLAIM-000026""]"
CELLBATCH-000028,Cell Batch Produced,2023-01-04T18:28:00Z,sat_pack_status,sat_pack_status:BV-CELLBATCH-000028:0001,USR-096,"[""BV-CELLBATCH-000028"",""BV-MODULE-000028"",""BV-FIRMWARECAMPAIGN-000028""]"
CELLBATCH-000007,Battery Installed in Vehicle,2023-01-04T21:18:00Z,sat_certificate_status,sat_certificate_status:BV-CELLBATCH-000007:0001,USR-004,"[""BV-CELLBATCH-000007"",""BV-WAREHOUSE-000007"",""BV-BATTERYPACK-000007""]"
CELLBATCH-000019,Battery Pack Assembled,2023-01-04T21:24:00Z,sat_campaign_status,sat_campaign_status:BV-CELLBATCH-000019:0001,USR-075,"[""BV-CELLBATCH-000019"",""BV-SERVICEORDER-000019"",""BV-SECONDLIFESYSTEM-000019""]"
CELLBATCH-000021,Module Failed Test,2023-01-04T21:25:00Z,sat_service_status,sat_service_status:BV-CELLBATCH-000021:0001,USR-108,"[""BV-CELLBATCH-000021"",""BV-OWNER-000021"",""BV-WAREHOUSE-000021""]"
CELLBATCH-000023,Module Tested,2023-01-04T21:26:00Z,sat_diagnostic_result,sat_diagnostic_result:BV-CELLBATCH-000023:0001,USR-014,"[""BV-CELLBATCH-000023"",""BV-VEHICLE-000023"",""BV-SHIPMENT-000023""]"
CELLBATCH-000027,Cell Batch Released,2023-01-04T21:28:00Z,sat_pack_test,sat_pack_test:BV-CELLBATCH-000027:0001,USR-080,"[""BV-CELLBATCH-000027"",""BV-BATTERYPACK-000027"",""BV-WARRANTYCLAIM-000027""]"
CELLBATCH-000018,Battery Pack Tested,2023-01-05T00:24:00Z,sat_claim_status,sat_claim_status:BV-CELLBATCH-000018:0001,USR-059,"[""BV-CELLBATCH-000018"",""BV-DIAGNOSTICTEST-000018"",""BV-RECYCLINGORDER-000018""]"
CELLBATCH-000022,Module Failed Test,2023-01-05T00:26:00Z,sat_service_status,sat_service_status:BV-CELLBATCH-000022:0001,USR-125,"[""BV-CELLBATCH-000022"",""BV-OWNER-000022"",""BV-WAREHOUSE-000022""]"
CELLBATCH-000030,Cell Batch Produced,2023-01-05T00:30:00Z,sat_pack_status,sat_pack_status:BV-CELLBATCH-000030:0001,USR-003,"[""BV-CELLBATCH-000030"",""BV-MODULE-000030"",""BV-FIRMWARECAMPAIGN-000030""]"
CELLBATCH-000009,Battery Installed in Vehicle,2023-01-05T03:20:00Z,sat_certificate_status,sat_certificate_status:BV-CELLBATCH-000009:0001,USR-038,"[""BV-CELLBATCH-000009"",""BV-WAREHOUSE-000009"",""BV-BATTERYPACK-000009""]"
CELLBATCH-000017,Battery Pack Passed Test,2023-01-05T03:24:00Z,sat_recall_status,sat_recall_status:BV-CELLBATCH-000017:0001,USR-043,"[""BV-CELLBATCH-000017"",""BV-FIRMWARECAMPAIGN-000017"",""BV-MATERIALBATCH-000017""]"
CELLBATCH-000029,Cell Batch Released,2023-01-05T03:30:00Z,sat_pack_test,sat_pack_test:BV-CELLBATCH-000029:0001,USR-114,"[""BV-CELLBATCH-000029"",""BV-BATTERYPACK-000029"",""BV-WARRANTYCLAIM-000029""]"
CELLBATCH-000028,Module Assembled,2023-01-05T06:30:00Z,sat_passport_data,sat_passport_data:BV-CELLBATCH-000028:0001,USR-098,"[""BV-CELLBATCH-000028"",""BV-BATTERYPASSPORT-000028"",""BV-RECALLCAMPAIGN-000028""]"
CELLBATCH-000001,Battery Removed from Vehicle,2023-01-05T09:17:00Z,asset_journal,JRN-0000000209,USR-034,"[""BV-CELLBATCH-000001"",""BV-INCIDENT-000001"",""BV-DIAGNOSTICTEST-000001""]"
CELLBATCH-000011,Battery Installed in Vehicle,2023-01-05T09:22:00Z,sat_certificate_status,sat_certificate_status:BV-CELLBATCH-000011:0001,USR-072,"[""BV-CELLBATCH-000011"",""BV-WAREHOUSE-000011"",""BV-BATTERYPACK-000011""]"
CELLBATCH-000015,Battery Passport Issued,2023-01-05T09:24:00Z,sat_second_life_status,sat_second_life_status:BV-CELLBATCH-000015:0001,USR-011,"[""BV-CELLBATCH-000015"",""BV-RECALLCAMPAIGN-000015"",""BV-INCIDENT-000015""]"
CELLBATCH-000025,Module Failed Test,2023-01-05T09:29:00Z,sat_service_status,sat_service_status:BV-CELLBATCH-000025:0001,USR-049,"[""BV-CELLBATCH-000025"",""BV-OWNER-000025"",""BV-WAREHOUSE-000025""]"
CELLBATCH-000031,Cell Batch Released,2023-01-05T09:32:00Z,sat_pack_test,sat_pack_test:BV-CELLBATCH-000031:0001,USR-021,"[""BV-CELLBATCH-000031"",""BV-BATTERYPACK-000031"",""BV-WARRANTYCLAIM-000031""]"
CELLBATCH-000033,Cell Batch Produced,2023-01-05T09:33:00Z,sat_pack_status,sat_pack_status:BV-CELLBATCH-000033:0001,USR-054,"[""BV-CELLBATCH-000033"",""BV-MODULE-000033"",""BV-FIRMWARECAMPAIGN-000033""]"
CELLBATCH-000024,Battery Pack Assembled,2023-01-05T12:29:00Z,sat_campaign_status,sat_campaign_status:BV-CELLBATCH-000024:0001,USR-033,"[""BV-CELLBATCH-000024"",""BV-SERVICEORDER-000024"",""BV-SECONDLIFESYSTEM-000024""]"
CELLBATCH-000026,Module Failed Test,2023-01-05T12:30:00Z,sat_service_status,sat_service_status:BV-CELLBATCH-000026:0001,USR-066,"[""BV-CELLBATCH-000026"",""BV-OWNER-000026"",""BV-WAREHOUSE-000026""]"
CELLBATCH-000032,Cell Batch Released,2023-01-05T12:33:00Z,sat_pack_test,sat_pack_test:BV-CELLBATCH-000032:0001,USR-038,"[""BV-CELLBATCH-000032"",""BV-BATTERYPACK-000032"",""BV-WARRANTYCLAIM-000032""]"
CELLBATCH-000013,Battery Installed in Vehicle,2023-01-05T15:24:00Z,sat_certificate_status,sat_certificate_status:BV-CELLBATCH-000013:0001,USR-106,"[""BV-CELLBATCH-000013"",""BV-WAREHOUSE-000013"",""BV-BATTERYPACK-000013""]"
CELLBATCH-000021,Battery Pack Passed Test,2023-01-05T15:28:00Z,sat_recall_status,sat_recall_status:BV-CELLBATCH-000021:0001,USR-111,"[""BV-CELLBATCH-000021"",""BV-FIRMWARECAMPAIGN-000021"",""BV-MATERIALBATCH-000021""]"
CELLBATCH-000027,Module Failed Test,2023-01-05T15:31:00Z,sat_service_status,sat_service_status:BV-CELLBATCH-000027:0001,USR-083,"[""BV-CELLBATCH-000027"",""BV-OWNER-000027"",""BV-WAREHOUSE-000027""]"
CELLBATCH-000035,Cell Batch Produced,2023-01-05T15:35:00Z,sat_pack_status,sat_pack_status:BV-CELLBATCH-000035:0001,USR-088,"[""BV-CELLBATCH-000035"",""BV-MODULE-000035"",""BV-FIRMWARECAMPAIGN-000035""]"
CELLBATCH-000012,Vehicle Delivered,2023-01-05T18:24:00Z,sat_incident_status,sat_incident_status:BV-CELLBATCH-000012:0001,USR-090,"[""BV-CELLBATCH-000012"",""BV-SECONDLIFESYSTEM-000012"",""BV-BATTERYPASSPORT-000012""]"
CELLBATCH-000016,Battery Passport Corrected,2023-01-05T18:26:00Z,sat_recycling_status,sat_recycling_status:BV-CELLBATCH-000016:0001,USR-029,"[""BV-CELLBATCH-000016"",""BV-SHIPMENT-000016"",""BV-MODULE-000016""]"
CELLBATCH-000030,Module Tested,2023-01-05T18:33:00Z,sat_diagnostic_result,sat_diagnostic_result:BV-CELLBATCH-000030:0001,USR-006,"[""BV-CELLBATCH-000030"",""BV-VEHICLE-000030"",""BV-SHIPMENT-000030""]"
CELLBATCH-000034,Cell Batch Released,2023-01-05T18:35:00Z,sat_pack_test,sat_pack_test:BV-CELLBATCH-000034:0001,USR-072,"[""BV-CELLBATCH-000034"",""BV-BATTERYPACK-000034"",""BV-WARRANTYCLAIM-000034""]"
CELLBATCH-000029,Module Failed Test,2023-01-05T21:33:00Z,sat_service_status,sat_service_status:BV-CELLBATCH-000029:0001,USR-117,"[""BV-CELLBATCH-000029"",""BV-OWNER-000029"",""BV-WAREHOUSE-000029""]"
CELLBATCH-000031,Module Tested,2023-01-05T21:34:00Z,sat_diagnostic_result,sat_diagnostic_result:BV-CELLBATCH-000031:0001,USR-023,"[""BV-CELLBATCH-000031"",""BV-VEHICLE-000031"",""BV-SHIPMENT-000031""]"
CELLBATCH-000033,Module Assembled,2023-01-05T21:35:00Z,sat_passport_data,sat_passport_data:BV-CELLBATCH-000033:0001,USR-056,"[""BV-CELLBATCH-000033"",""BV-BATTERYPASSPORT-000033"",""BV-RECALLCAMPAIGN-000033""]"
CELLBATCH-000037,Cell Batch Produced,2023-01-05T21:37:00Z,sat_pack_status,sat_pack_status:BV-CELLBATCH-000037:0001,USR-122,"[""BV-CELLBATCH-000037"",""BV-MODULE-000037"",""BV-FIRMWARECAMPAIGN-000037""]"
CELLBATCH-000026,Battery Pack Tested,2023-01-06T00:32:00Z,sat_claim_status,sat_claim_status:BV-CELLBATCH-000026:0001,USR-068,"[""BV-CELLBATCH-000026"",""BV-DIAGNOSTICTEST-000026"",""BV-RECYCLINGORDER-000026""]"
CELLBATCH-000028,Battery Pack Assembled,2023-01-06T00:33:00Z,sat_campaign_status,sat_campaign_status:BV-CELLBATCH-000028:0001,USR-101,"[""BV-CELLBATCH-000028"",""BV-SERVICEORDER-000028"",""BV-SECONDLIFESYSTEM-000028""]"
CELLBATCH-000036,Cell Batch Released,2023-01-06T00:37:00Z,sat_pack_test,sat_pack_test:BV-CELLBATCH-000036:0001,USR-106,"[""BV-CELLBATCH-000036"",""BV-BATTERYPACK-000036"",""BV-WARRANTYCLAIM-000036""]"
CELLBATCH-000001,Diagnostic Run,2023-01-06T03:20:00Z,sat_claim_status,sat_claim_status:BV-CELLBATCH-000001:0001,USR-037,"[""BV-CELLBATCH-000001"",""BV-BATTERYPASSPORT-000001"",""BV-RECALLCAMPAIGN-000001""]"
CELLBATCH-000009,Lease Ended,2023-01-06T03:24:00Z,asset_journal,JRN-0000000267,USR-042,"[""BV-CELLBATCH-000009"",""BV-CERTIFICATE-000009"",""BV-SERVICEORDER-000009""]"
